,lien,type de bien,nb de pièces,taille,carrez,prix,nom_ville,code_postal,nom_x,code_insee,code,nom_y,geometry,prix/m²
105,https://www.paruvendu.fr/immobilier/vente/au-coeur-de-montereau-77-au-bord-de-l-yonne-a-1-h-de-pari/particulier/1262461790A1KIVHMN000,Maison,9,192,False,410000,Montereau-Fault-Yonne,77130,Montereau-Fault-Yonne,77305,77305,Montereau-Fault-Yonne,"POLYGON ((2.9362831854655 48.387753510202, 2.9305929841706 48.39560710816, 2.9370851535203 48.397094276444, 2.9721852409447 48.40648486079, 2.9777768956125 48.399317556223, 2.993577615038 48.395919639315, 2.9862073014117 48.389115735256, 2.9848634489062 48.379165200402, 2.9646169290131 48.384632699732, 2.9660048417053 48.370869858608, 2.9432985403981 48.378062197745, 2.9425291344395 48.388848001453, 2.9362831854655 48.387753510202))",2135.4
114,https://www.paruvendu.fr/immobilier/prestige/bievres-maison-d-architecte-de-style-californien/particulier/1262592696A1KIVHMN000,Maison,6,202,False,1240000,Bièvres,91570,Bièvres,91064,91064,Bièvres,"POLYGON ((2.1895215895924 48.75415928309, 2.192317263511 48.763285114137, 2.1906630467798 48.77503226756, 2.1974751412363 48.775399320528, 2.2099186754479 48.769192527247, 2.220072599507 48.771064419968, 2.2265538842831 48.776101996393, 2.2288438793787 48.774465449016, 2.2328536167843 48.765986233987, 2.225670174886 48.760545048783, 2.2264095985787 48.750031734761, 2.204033360406 48.736919903525, 2.1902338205345 48.739285322608, 2.1826038350561 48.7414325064, 2.1895215895924 48.75415928309))",6138.6
115,https://www.paruvendu.fr/immobilier/prestige/maison-familiale-sur-palaiseau-le-pileu/particulier/1262721912A1KIVHMN000,Maison,7,168,False,760000,Palaiseau,91120,Palaiseau,91477,91477,Palaiseau,"POLYGON ((2.2034622767258 48.721045886051, 2.2128995246405 48.728794473189, 2.2244540698749 48.725920761193, 2.2354559869132 48.727557716777, 2.2507554777302 48.726221895507, 2.2668375419208 48.718276948737, 2.259344785911 48.706488940035, 2.2269115408478 48.701706600574, 2.2097054969643 48.701583057456, 2.1934544022282 48.710203804834, 2.1934850570769 48.718696902911, 2.2034622767258 48.721045886051))",4523.8
116,https://www.paruvendu.fr/immobilier/vente/une-maison-a-montigny-les-cormeilles/particulier/1262349961A1KIVHMN000,Maison,5,103,False,477000,Montigny-lès-Cormeilles,95370,Montigny-lès-Cormeilles,95424,95424,Montigny-lès-Cormeilles,"POLYGON ((2.1936175278657 49.005746350851, 2.1970956940697 49.00754837119, 2.2132424118472 49.001724794035, 2.2042438424996 48.990023760747, 2.2012389887151 48.990469608781, 2.1834379853382 48.979341007302, 2.1739266358183 48.986562633472, 2.1926024579228 49.002195600234, 2.1936175278657 49.005746350851))",4631.1
117,https://www.paruvendu.fr/immobilier/vente/appartement-3-pieces-51-m2-balcon-paris-19e/particulier/1262107338A1KIVHAP000,Appartement,3,51,False,515000,Paris,75019,Paris,75119,75119,Paris 19e  Arrondissement,"POLYGON ((2.3770153520998 48.87192112928, 2.3646776664012 48.884291351874, 2.3698082422377 48.893376450644, 2.3702905140491 48.901653595285, 2.3894416378177 48.901152013806, 2.394906293421 48.898444039523, 2.3986443942733 48.889410347347, 2.4106903466383 48.878475106516, 2.3770153520998 48.87192112928))",10098.0
118,https://www.paruvendu.fr/immobilier/prestige/maison/dpt-val-de-marne-94-a-vendre-joinville-le-pont-maison-p5/1262950623A1KIVHMN000,Maison,5,118,False,670000,Joinville-le-Pont,94340,Joinville-le-Pont,94042,94042,Joinville-le-Pont,"POLYGON ((2.4606281523871 48.809364181331, 2.4546492787037 48.813504777522, 2.4612052142523 48.818355149154, 2.465730572119 48.826226047985, 2.4758029547537 48.830611849549, 2.4823047478996 48.818830596022, 2.4801799535129 48.813521373195, 2.4727653665566 48.814563659457, 2.4606281523871 48.809364181331))",5678.0
119,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-essonne-91-a-vendre-saint-michel-sur-orge-appartement/1262380234A1KIVHAP000,Appartement,3,71,False,276000,Saint-Michel-sur-Orge,91240,Saint-Michel-sur-Orge,91570,91570,Saint-Michel-sur-Orge,"POLYGON ((2.2927129692086 48.626155079726, 2.2978523802457 48.644413537163, 2.3090429286916 48.645540388899, 2.3168062677647 48.639603336163, 2.3285233302608 48.634342964755, 2.330492582328 48.620230504445, 2.3289333664074 48.619511094709, 2.3039012680499 48.625619202011, 2.2927129692086 48.626155079726))",3887.3
122,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-seine-et-marne-77-a-vendre-coulommiers-appartement-t2/1262950583A1KIVHAP000,Appartement,2,44,False,188000,Coulommiers,77120,Coulommiers,77131,77131,Coulommiers,"POLYGON ((3.0847072352871 48.787734840404, 3.0843350158278 48.794073891682, 3.0734108464137 48.796892532453, 3.0701490984093 48.801946236351, 3.073913058534 48.816986649364, 3.0726628424378 48.824778484961, 3.0873424703077 48.83174218016, 3.1060917766965 48.832826913171, 3.1112078273071 48.825513297902, 3.1142099954431 48.811283610098, 3.1048427162437 48.809187691664, 3.1031156897085 48.794493560012, 3.0847072352871 48.787734840404))",4272.7
130,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-paris-75-a-vendre-paris-14eme-arrondissement-chambre/1262950568A1KIVHAP000,Appartement,1,11,False,141900,Paris,75014,Paris,75114,75114,Paris 14e  Arrondissement,"POLYGON ((2.314145699673 48.822290535442, 2.3013154184885 48.825125760842, 2.3246635446251 48.843518038723, 2.3365927071777 48.839690537143, 2.3420384635948 48.838296917933, 2.3414937722336 48.828568124075, 2.3439025047441 48.815767001297, 2.3318980606376 48.817010929642, 2.314145699673 48.822290535442))",12900.0
131,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-essonne-91-a-vendre-ballainvilliers-appartement-t3-de/1262950558A1KIVHAP000,Appartement,3,64,False,282000,Ballainvilliers,91160,Ballainvilliers,91044,91044,Ballainvilliers,"POLYGON ((2.2861327636022 48.686179988938, 2.305157102512 48.678312954964, 2.3000729366579 48.669592254984, 2.2913295139412 48.657579839956, 2.2761172775259 48.660224737241, 2.2770116296161 48.670572711496, 2.2861327636022 48.686179988938))",4406.2
135,https://www.paruvendu.fr/immobilier/prestige/appartement/dpt-paris-75-a-vendre-paris-19eme-arrondissement-appartem/1262950557A1KIVHAP000,Appartement,4,66,False,680000,Paris,75019,Paris,75119,75119,Paris 19e  Arrondissement,"POLYGON ((2.3770153520998 48.87192112928, 2.3646776664012 48.884291351874, 2.3698082422377 48.893376450644, 2.3702905140491 48.901653595285, 2.3894416378177 48.901152013806, 2.394906293421 48.898444039523, 2.3986443942733 48.889410347347, 2.4106903466383 48.878475106516, 2.3770153520998 48.87192112928))",10303.0
138,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-seine-et-marne-77-a-vendre-coulommiers-appartement-t2/1262950556A1KIVHAP000,Appartement,2,38,False,174000,Coulommiers,77120,Coulommiers,77131,77131,Coulommiers,"POLYGON ((3.0847072352871 48.787734840404, 3.0843350158278 48.794073891682, 3.0734108464137 48.796892532453, 3.0701490984093 48.801946236351, 3.073913058534 48.816986649364, 3.0726628424378 48.824778484961, 3.0873424703077 48.83174218016, 3.1060917766965 48.832826913171, 3.1112078273071 48.825513297902, 3.1142099954431 48.811283610098, 3.1048427162437 48.809187691664, 3.1031156897085 48.794493560012, 3.0847072352871 48.787734840404))",4578.9
146,https://www.paruvendu.fr/immobilier/prestige/appartement/dpt-paris-75-a-vendre-paris-18eme-arrondissement-appartem/1262950540A1KIVHAP000,Appartement,2,63,False,839000,Paris,75018,Paris,75118,75118,Paris 18e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3495508401232 48.883620167912, 2.3379555061118 48.882249883375, 2.3271206970663 48.883485416617, 2.3260974369951 48.889111262565, 2.3299805220467 48.901163282127, 2.3518739447639 48.901522076927, 2.365846786 48.901609465126, 2.3702905140491 48.901653595285, 2.3698082422377 48.893376450644, 2.3646776664012 48.884291351874))",13317.5
149,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-seine-et-marne-77-a-vendre-coulommiers-appartement-t3/1262950539A1KIVHAP000,Appartement,3,59,False,238200,Coulommiers,77120,Coulommiers,77131,77131,Coulommiers,"POLYGON ((3.0847072352871 48.787734840404, 3.0843350158278 48.794073891682, 3.0734108464137 48.796892532453, 3.0701490984093 48.801946236351, 3.073913058534 48.816986649364, 3.0726628424378 48.824778484961, 3.0873424703077 48.83174218016, 3.1060917766965 48.832826913171, 3.1112078273071 48.825513297902, 3.1142099954431 48.811283610098, 3.1048427162437 48.809187691664, 3.1031156897085 48.794493560012, 3.0847072352871 48.787734840404))",4037.3
168,https://www.paruvendu.fr/immobilier/vente/duplex-triplex/dpt-yvelines-78-a-vendre-mantes-la-jolie-appartement-t2-d/1262950538A1KIVHDU000,Duplex/triplex,2,26,False,112000,Mantes-la-Jolie,78200,Mantes-la-Jolie,78361,78361,Mantes-la-Jolie,"POLYGON ((1.7083985213704 49.008291438361, 1.7206540516838 48.999856712691, 1.7272664932215 48.984858834982, 1.7160747004249 48.983064115313, 1.7025504858494 48.989238229926, 1.6906538052741 48.989489402372, 1.675788698218 48.994570272866, 1.6640449487572 48.994878065831, 1.6561196413399 48.996612515662, 1.6579749274276 49.006113123532, 1.6705839025966 49.008259847335, 1.7014617768456 49.01005478889, 1.7083985213704 49.008291438361))",4307.7
170,https://www.paruvendu.fr/immobilier/prestige/appartement/dpt-paris-75-a-vendre-paris-18eme-arrondissement-appartem/1262950537A1KIVHAP000,Appartement,2,49,False,695000,Paris,75018,Paris,75118,75118,Paris 18e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3495508401232 48.883620167912, 2.3379555061118 48.882249883375, 2.3271206970663 48.883485416617, 2.3260974369951 48.889111262565, 2.3299805220467 48.901163282127, 2.3518739447639 48.901522076927, 2.365846786 48.901609465126, 2.3702905140491 48.901653595285, 2.3698082422377 48.893376450644, 2.3646776664012 48.884291351874))",14183.7
171,https://www.paruvendu.fr/immobilier/vente/appartement/a-vendre-rosny-sous-bois-quartier-centre-ville-appartement-2/1261990389A1KIVHAP000,Appartement,2,51,False,243000,Rosny-sous-Bois,93110,Rosny-sous-Bois,93064,93064,Rosny-sous-Bois,"POLYGON ((2.4815382130314 48.861405371284, 2.4647569847741 48.878069840969, 2.4766396101571 48.888661496089, 2.4868020094812 48.887030959256, 2.5008082478637 48.877117633146, 2.5091354998104 48.877914691988, 2.4963948644935 48.859903967668, 2.4815382130314 48.861405371284))",4764.7
172,https://www.paruvendu.fr/immobilier/vente/appartement/dpt-seine-saint-denis-93-a-vendre-montreuil-appartement-t/1262950474A1KIVHAP000,Appartement,2,25,False,244000,Montreuil,93100,Montreuil,93048,93048,Montreuil,"POLYGON ((2.4516631892777 48.878487224695, 2.4647569847741 48.878069840969, 2.4815382130314 48.861405371284, 2.4626327306654 48.857185911471, 2.4471088963187 48.851151636291, 2.4189687408184 48.849332011252, 2.4163411302989 48.849233783552, 2.4153151254188 48.855173471685, 2.4228006135851 48.860662535343, 2.4353586024247 48.874583894915, 2.4464052481644 48.873001410403, 2.4516631892777 48.878487224695))",9760.0
173,https://www.paruvendu.fr/immobilier/prestige/maison-contemporaine-5-pieces-152-m2/particulier/1262848798A1KIVHMN000,Maison,5,152,False,650000,Montreuil,93100,Montreuil,93048,93048,Montreuil,"POLYGON ((2.4516631892777 48.878487224695, 2.4647569847741 48.878069840969, 2.4815382130314 48.861405371284, 2.4626327306654 48.857185911471, 2.4471088963187 48.851151636291, 2.4189687408184 48.849332011252, 2.4163411302989 48.849233783552, 2.4153151254188 48.855173471685, 2.4228006135851 48.860662535343, 2.4353586024247 48.874583894915, 2.4464052481644 48.873001410403, 2.4516631892777 48.878487224695))",4276.3
174,https://www.paruvendu.fr/immobilier/prestige/dept94-ormesson-sur-marne-maison-familiale-avec-jardins/particulier/1262550966A1KIVHMN000,Maison,6,125,False,619000,Ormesson-sur-Marne,94490,Ormesson-sur-Marne,94055,94055,Ormesson-sur-Marne,"POLYGON ((2.5178826447521 48.785506167916, 2.5222851537035 48.781992822527, 2.5316269187441 48.789711525218, 2.5513847369686 48.795819515027, 2.5554554933098 48.792096880109, 2.5619668533917 48.787805659511, 2.5457698610932 48.782464853922, 2.5355592892254 48.777022918488, 2.522586517279 48.777465554296, 2.5125072962739 48.781194237182, 2.5178826447521 48.785506167916))",4952.0
175,https://www.paruvendu.fr/immobilier/vente/appartement-5-pieces-93-m2-antony-92160-470-000/particulier/1262703441A1KIVHAP000,Appartement,5,93,False,450000,Antony,92160,Antony,92002,92002,Antony,"POLYGON ((2.2902548977764 48.766600144572, 2.3054409625983 48.769014432104, 2.3124381271337 48.772163320624, 2.3199219497403 48.770716717176, 2.3158780366085 48.766766737767, 2.3102224901101 48.75695290327, 2.3207207141635 48.74875804931, 2.3162448752028 48.741982183131, 2.3132939902039 48.730280485815, 2.3038400608379 48.72948996497, 2.2983820323129 48.738637828397, 2.2802904545364 48.733011078618, 2.274512055777 48.74071589805, 2.2853936451259 48.747508493238, 2.2761433268947 48.756655860398, 2.2786189579814 48.760015845292, 2.2911566022188 48.762018402653, 2.2902548977764 48.766600144572))",4838.7
176,https://www.paruvendu.fr/immobilier/vente/appartment-t1-renove-terrasse-10-m2/particulier/1262843278A1KIVHAP000,Appartement,1,33,False,260000,Clamart,92140,Clamart,92023,92023,Clamart,"POLYGON ((2.2288438793787 48.774465449016, 2.2265538842831 48.776101996393, 2.2266318840334 48.781582704918, 2.2352046131447 48.786143087334, 2.2367830737694 48.796128595014, 2.2410673431056 48.801927382124, 2.2521179650907 48.809106809788, 2.2518651077193 48.816386741829, 2.2725609364554 48.814399077465, 2.2781833296731 48.814248778193, 2.279911190584 48.810917949841, 2.27468571206 48.803802699513, 2.2721929313396 48.794125236405, 2.2717219005527 48.790518428571, 2.250617048338 48.78458401047, 2.2374555044661 48.776297097556, 2.2288438793787 48.774465449016))",7878.8
177,https://www.paruvendu.fr/immobilier/prestige/ensemble-immobilier-de-4-logements-aux-portes-de-paris/particulier/1262154410A1KIVHMN000,Maison,14,172,False,790000,Saint-Denis,93200,Saint-Denis,93066,93066,Saint-Denis,"POLYGON ((2.365846786 48.901609465126, 2.3518739447639 48.901522076927, 2.3513975496145 48.907678886149, 2.3393877120402 48.91973139809, 2.3328418223185 48.922921815838, 2.3417073254845 48.933984494238, 2.3383653744183 48.942611820677, 2.3458014172584 48.946529427823, 2.3520242920415 48.950483167658, 2.3714795650111 48.947334069673, 2.3840281980819 48.943635737466, 2.3985093447763 48.948086938857, 2.3776067423496 48.931730244069, 2.374736219567 48.923679239377, 2.3670748512368 48.920876378532, 2.365846786 48.901609465126))",4593.0
178,https://www.paruvendu.fr/immobilier/vente/maison-architecte-8pieces-160m2-s-sol-82m2-sur-834m2-terrain/particulier/1262003004A1KIVHMN000,Maison,8,160,False,530000,Condé-sur-Vesgre,78113,Condé-sur-Vesgre,78171,78171,Condé-sur-Vesgre,"POLYGON ((1.6957330522293 48.713115897311, 1.6942953737728 48.724029740848, 1.6582797429674 48.734379885461, 1.6386655034291 48.731841442831, 1.627040754917 48.72732294309, 1.6167282108315 48.730317235964, 1.6202508614576 48.736001826179, 1.6227076551309 48.740151045971, 1.6373496423946 48.743707671213, 1.6515495100313 48.743970554568, 1.6673898501665 48.741886981053, 1.6750930766154 48.743399390102, 1.6990865541449 48.737682250702, 1.7114697565565 48.736219888198, 1.7096621739067 48.712561203238, 1.6957330522293 48.713115897311))",3312.5
190,https://www.paruvendu.fr/immobilier/vente/maison/vente-maison-villa-8-pieces/1262950265A1KIVHMN000,Maison,8,210,False,237000,Provins,77160,Provins,77379,77379,Provins,"POLYGON ((3.3205619974771 48.556324283772, 3.3178012074752 48.547752572388, 3.308491395899 48.544439697767, 3.2930344910287 48.540521592905, 3.2901388515076 48.548475458616, 3.2820635406517 48.551207063442, 3.2707938890652 48.551109116845, 3.2587666292991 48.561667894783, 3.2501313192987 48.561986815433, 3.2473839221784 48.569091801196, 3.273681551902 48.579968166715, 3.2941613492172 48.578149008977, 3.3048894736445 48.585285039037, 3.3110192843011 48.58415555066, 3.3108599103833 48.563237033735, 3.3205619974771 48.556324283772))",1128.6
195,https://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-4-pieces/1262950262A1KIVHAP000,Appartement,4,75,False,249999,Argenteuil,95100,Argenteuil,95018,95018,Argenteuil,"POLYGON ((2.2922772578552 48.951389058719, 2.2909694895753 48.950965864655, 2.2687285425666 48.946575058002, 2.2475913259381 48.93673190225, 2.231140371461 48.927732507513, 2.2211846194098 48.934715158112, 2.2060953569669 48.940654951382, 2.205861118488 48.949738062716, 2.204055266752 48.957105634655, 2.2097843514844 48.963456477366, 2.2257328909673 48.971025374495, 2.2488913822928 48.964772539184, 2.2622228190132 48.96245963703, 2.2746219582146 48.964139579874, 2.2884581275524 48.95897612829, 2.2922772578552 48.951389058719))",3333.3
199,https://www.paruvendu.fr/immobilier/vente/maison/vente-maison-villa-4-pieces/1262950255A1KIVHMN000,Maison,4,87,False,465000,Lagny-sur-Marne,77400,Lagny-sur-Marne,77243,77243,Lagny-sur-Marne,"POLYGON ((2.6739594692991 48.876520146987, 2.690587252217 48.880269436196, 2.7038423066584 48.880691460418, 2.7277357541227 48.883222171342, 2.7348863305317 48.882704031493, 2.7309719217432 48.880775282129, 2.729658111331 48.869096564375, 2.7275448935686 48.859756832132, 2.7094507506844 48.864757669598, 2.6964550213238 48.866604094885, 2.694188079146 48.874965561431, 2.6810667066635 48.869660433718, 2.6739594692991 48.876520146987))",5344.8
203,https://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-3-pieces/1262950252A1KIVHAP000,Appartement,3,69,False,440000,Antony,92160,Antony,92002,92002,Antony,"POLYGON ((2.2902548977764 48.766600144572, 2.3054409625983 48.769014432104, 2.3124381271337 48.772163320624, 2.3199219497403 48.770716717176, 2.3158780366085 48.766766737767, 2.3102224901101 48.75695290327, 2.3207207141635 48.74875804931, 2.3162448752028 48.741982183131, 2.3132939902039 48.730280485815, 2.3038400608379 48.72948996497, 2.2983820323129 48.738637828397, 2.2802904545364 48.733011078618, 2.274512055777 48.74071589805, 2.2853936451259 48.747508493238, 2.2761433268947 48.756655860398, 2.2786189579814 48.760015845292, 2.2911566022188 48.762018402653, 2.2902548977764 48.766600144572))",6376.8
204,https://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-2-pieces/1262950247A1KIVHAP000,Appartement,2,53,False,499000,Paris,75020,Paris,75120,75120,Paris 20e  Arrondissement,"POLYGON ((2.4132704497803 48.873116980044, 2.4153151254188 48.855173471685, 2.4163411302989 48.849233783552, 2.4159711107696 48.846622956277, 2.3991184448726 48.848094484736, 2.3943004420294 48.856491711482, 2.3770153520998 48.87192112928, 2.4106903466383 48.878475106516, 2.4132704497803 48.873116980044))",9415.1
205,https://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-4-pieces/1262950238A1KIVHAP000,Appartement,4,66,False,265000,Marly-le-Roi,78160,Marly-le-Roi,78372,78372,Marly-le-Roi,"POLYGON ((2.1010891695253 48.885535261386, 2.1094042196014 48.872834587295, 2.1051488346335 48.864594310837, 2.1075103999295 48.854298800239, 2.094912451773 48.854094445112, 2.0927033305499 48.846180210222, 2.0842268250961 48.850162871716, 2.0837303272859 48.854295341982, 2.0708584678953 48.854626886194, 2.0777738008821 48.867649423948, 2.0773682436174 48.873613624229, 2.0842238192189 48.878715307459, 2.0974299751697 48.88130413411, 2.1010891695253 48.885535261386))",4015.2
206,https://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-2-pieces/1262950235A1KIVHAP000,Appartement,2,30,False,282000,Paris,75019,Paris,75119,75119,Paris 19e  Arrondissement,"POLYGON ((2.3770153520998 48.87192112928, 2.3646776664012 48.884291351874, 2.3698082422377 48.893376450644, 2.3702905140491 48.901653595285, 2.3894416378177 48.901152013806, 2.394906293421 48.898444039523, 2.3986443942733 48.889410347347, 2.4106903466383 48.878475106516, 2.3770153520998 48.87192112928))",9400.0
207,https://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-1-piece/1262950232A1KIVHAP000,Appartement,1,23,False,331600,Paris,75005,Paris,75105,75105,Paris 5e  Arrondissement,"POLYGON ((2.3445592260856 48.85398930556, 2.3643180356191 48.846167191329, 2.365950820881 48.844908659278, 2.3613870338288 48.839822776185, 2.3517180689518 48.836813651152, 2.3420384635948 48.838296917933, 2.3365927071777 48.839690537143, 2.3445592260856 48.85398930556))",14417.4
