,id_local,code_insee,nom_ville,departement,code_postal,geometry
1156,527.0,95351,Louvres,95,95380,"POLYGON ((2.5071878962693 49.064705585659, 2.5227009228227 49.062651573724, 2.5152825226224 49.052768781514, 2.5219762664664 49.051006246469, 2.528285125967 49.037958010364, 2.5260691744123 49.030053508444, 2.5255793102791 49.026944859861, 2.5088449537109 49.027559165932, 2.4985680843693 49.024108729869, 2.4851089557842 49.029281503258, 2.4743332933441 49.041725482322, 2.4827097883389 49.050485709946, 2.4820354725756 49.053901473028, 2.493292367161 49.052899242227, 2.5068182096222 49.060698286847, 2.5071878962693 49.064705585659))"
1157,333.0,91326,Juvisy-sur-Orge,91,91260,"POLYGON ((2.3718809960816 48.685708105734, 2.3581828935525 48.693946380917, 2.3596904966732 48.699536633911, 2.3719056376151 48.698130938255, 2.3899176244148 48.69186153675, 2.3858966707851 48.683483824116, 2.3718809960816 48.685708105734))"
1159,38.0,77061,Cannes-Écluse,77,77130,"POLYGON ((2.9848634489062 48.379165200402, 2.9930881684543 48.37844532531, 2.9939471401334 48.366212425768, 3.0020685598133 48.368325018499, 3.0036797100265 48.372900756857, 3.0137137859781 48.371396655354, 3.0139466069655 48.363348062607, 3.0107695095052 48.361905297064, 3.0080747298945 48.344051108073, 3.0049417769666 48.338693563696, 2.9965672429706 48.354680332528, 2.9742889853556 48.359712257701, 2.9644468933681 48.370428557761, 2.9660048417053 48.370869858608, 2.9646169290131 48.384632699732, 2.9848634489062 48.379165200402))"
1167,0.0,75101,Paris,75,75001,"POLYGON ((2.3257616254697 48.869546133476, 2.3278733621861 48.869861088958, 2.3508413205563 48.863344411573, 2.3500912644194 48.861951749823, 2.3445592260856 48.85398930556, 2.3328469000671 48.859300907461, 2.3207773515807 48.863075035941, 2.3257616254697 48.869546133476))"
1170,412.0,92076,Vaucresson,92,92420,"POLYGON ((2.148481478956 48.828486428999, 2.1458671766002 48.836895096745, 2.1532113486874 48.848852456588, 2.159873072577 48.847719436355, 2.1826126110062 48.851561694542, 2.1790201156323 48.844128033677, 2.1666241523509 48.837742139543, 2.1553593613806 48.836222305401, 2.1516307625728 48.829502642515, 2.1514696650673 48.821406018964, 2.148481478956 48.828486428999))"
1173,354.0,91469,Ormoy-la-Rivière,91,91150,"POLYGON ((2.1275828851922 48.392701123837, 2.1354250570336 48.408151790498, 2.1545674331419 48.416175704777, 2.1599694179063 48.416183495156, 2.1763991173971 48.409689508425, 2.2032090769477 48.395413496816, 2.1900413577874 48.388804048966, 2.165728478025 48.389436194247, 2.1435809588661 48.392189762831, 2.1337831111726 48.3948699242, 2.1275828851922 48.392701123837))"
1179,289.0,78688,Voisins-le-Bretonneux,78,78960,"POLYGON ((2.0255399430615 48.755856989099, 2.0292934270924 48.760818437546, 2.0430296026926 48.76649425877, 2.0537341857425 48.767517677318, 2.0629782811929 48.763966642213, 2.0684398070927 48.756711145401, 2.0595081153335 48.75132079424, 2.0414627510467 48.751643223883, 2.0255399430615 48.755856989099))"
1183,239.0,78337,Limetz-Villez,78,78270,"POLYGON ((1.5213461256941 49.068348108616, 1.5357579234025 49.071807017995, 1.5465195506926 49.072381013254, 1.5570743762242 49.069620586462, 1.5692400617501 49.073270577465, 1.5722650456164 49.076803869721, 1.5809712248535 49.062292664687, 1.5694239553709 49.057222180035, 1.5442461696884 49.039696078049, 1.53317087523 49.047799980446, 1.5264919722001 49.062821259284, 1.5213461256941 49.068348108616))"
1188,217.0,78193,Dampierre-en-Yvelines,78,78720,"POLYGON ((1.9432679159917 48.69508381774, 1.9384902153733 48.698303980177, 1.9419236391545 48.70933564108, 1.9635529332254 48.725324467959, 1.9715315065144 48.72094455135, 1.9720369705056 48.716812078677, 1.9870949954796 48.711598678779, 1.9944634355228 48.706505913551, 1.9988002735845 48.699624225122, 2.0195240826508 48.696984486987, 2.0150177497004 48.690230649509, 2.0034180484468 48.688850661435, 1.9697568290486 48.696776392346, 1.953501839252 48.692937824445, 1.9432679159917 48.69508381774))"
1192,300.0,91095,Bouray-sur-Juine,91,91850,"POLYGON ((2.3241448164829 48.5186587673, 2.309050336088 48.504038647132, 2.3070918870004 48.499902462486, 2.2917380703857 48.499133607734, 2.2770585500365 48.504670565997, 2.2759649262807 48.512501425973, 2.2695141481375 48.520303024696, 2.2991613156057 48.523777707291, 2.3240767671907 48.520366741096, 2.3241448164829 48.5186587673))"
1193,225.0,78246,Fontenay-Saint-Père,78,78440,"POLYGON ((1.7356433379106 49.048684595888, 1.7511782974558 49.048223015203, 1.7727904377989 49.042126582405, 1.7852272881691 49.03103273985, 1.7699998191 49.014304677245, 1.755440751168 49.006025790495, 1.7300325821432 49.01542449201, 1.7329503724021 49.039628350208, 1.7356433379106 49.048684595888))"
1197,509.0,95203,Eaubonne,95,95600,"POLYGON ((2.2903344238518 48.996702082513, 2.2928620920368 48.995840244257, 2.2858227560518 48.98739060756, 2.2918541907731 48.976240545761, 2.273843113909 48.976779429515, 2.2677947072033 48.9862361089, 2.2634691289289 48.998171423092, 2.2733744925151 49.006489511129, 2.2831446188969 49.002945028246, 2.2903344238518 48.996702082513))"
1198,506.0,95183,Courdimanche,95,95800,"POLYGON ((1.9915276070721 49.023746789989, 1.9921844612648 49.027665855032, 1.9836503971896 49.034560408907, 1.986047351523 49.043832976268, 1.9943435905744 49.060714726629, 2.010602357655 49.056123398793, 1.9999717141728 49.051764949259, 2.0158320937275 49.039872297113, 2.0096940225915 49.026861937013, 1.9991564694614 49.027281740696, 1.9915276070721 49.023746789989))"
1201,419.0,93010,Bondy,93,93140,"POLYGON ((2.4868020094812 48.887030959256, 2.4766396101571 48.888661496089, 2.4711886116592 48.888937018572, 2.4698668983149 48.904765296111, 2.4752144326654 48.916405958245, 2.4742647762078 48.918429696058, 2.4793970138162 48.919771363807, 2.4917295706101 48.916880042653, 2.4963772121006 48.898531519756, 2.4998440551094 48.895741113095, 2.4946458011434 48.889447502295, 2.4868020094812 48.887030959256))"
1204,514.0,95219,Ermont,95,95120,"POLYGON ((2.2435226302159 48.994329856793, 2.250354016497 49.000679131022, 2.2523326033946 49.001848797389, 2.2634691289289 48.998171423092, 2.2677947072033 48.9862361089, 2.273843113909 48.976779429515, 2.2734206535732 48.976705829781, 2.2468044128189 48.97985992748, 2.2423863554471 48.983597302252, 2.2435226302159 48.994329856793))"
1206,212.0,78162,Choisel,78,78460,"POLYGON ((2.000770080522 48.668025011036, 2.0017491872356 48.67400524822, 1.9949601161323 48.684637358754, 2.0034180484468 48.688850661435, 2.0150177497004 48.690230649509, 2.0195240826508 48.696984486987, 2.0208168628465 48.696448201227, 2.0376361003153 48.680219226712, 2.02890068732 48.663741808883, 2.0281927750027 48.657259334271, 2.0112162167678 48.659775158953, 2.0116619757763 48.653574676357, 1.99303208896 48.658061298898, 2.000770080522 48.668025011036))"
1209,52.0,77111,Chessy,77,77700,"POLYGON ((2.7477067318626 48.884098675135, 2.7546713275995 48.884254338768, 2.7643213782436 48.889433008551, 2.7772144551259 48.881422436112, 2.7889671875313 48.869551270059, 2.7863660869974 48.860258505125, 2.7784345904273 48.859362747989, 2.7721704893348 48.854357937038, 2.7646544805346 48.863708939553, 2.7649073072407 48.869604457609, 2.7502481450339 48.878202761155, 2.7477067318626 48.884098675135))"
1233,564.0,95675,Villeron,95,95380,"POLYGON ((2.5457331176279 49.070395397935, 2.5501801240744 49.06242579208, 2.5500378115348 49.053117084541, 2.5400093958987 49.050855452282, 2.5298960333659 49.044928493208, 2.528285125967 49.037958010364, 2.5219762664664 49.051006246469, 2.5152825226224 49.052768781514, 2.5227009228227 49.062651573724, 2.5268367421456 49.067821027243, 2.5290631257479 49.078384951473, 2.534610999784 49.080172488574, 2.5457331176279 49.070395397935))"
1244,68.0,77156,Darvault,77,77140,"POLYGON ((2.7276621748766 48.256995068459, 2.7145205394651 48.273515984353, 2.6918931702829 48.287161461386, 2.6919131346122 48.289511639909, 2.7012056747218 48.288935343672, 2.7186018630197 48.281821440169, 2.725931259187 48.289305610141, 2.7385792839173 48.294118138107, 2.7518944338655 48.275729986763, 2.7469999838763 48.26990273608, 2.7520726193204 48.264210840364, 2.7310003629926 48.26451749121, 2.7276621748766 48.256995068459))"
1250,40.0,77067,Cesson,77,77240,"POLYGON ((2.6007883224307 48.590154100032, 2.6124228501378 48.580032235785, 2.6076488804631 48.567610902438, 2.6082489888535 48.558770231016, 2.5965530593919 48.545332999646, 2.5820739534246 48.546892330098, 2.5841348641307 48.553189336254, 2.5675568963563 48.555245997156, 2.5666370009552 48.563745314205, 2.5797671597973 48.560180686847, 2.5872326085625 48.563835648258, 2.59655062712 48.580684727477, 2.5963964675771 48.593832787934, 2.6007883224307 48.590154100032))"
1254,324.0,91244,Fontenay-le-Vicomte,91,91540,"POLYGON ((2.3744480354303 48.54540659955, 2.3763465399863 48.549361254785, 2.3903695276884 48.557221629319, 2.4027809747231 48.563192995736, 2.4251629556174 48.544471510363, 2.4045682228419 48.531494340765, 2.3744480354303 48.54540659955))"
1268,85.0,77199,Fublaines,77,77470,"POLYGON ((2.9243015521186 48.930496991203, 2.9220646740084 48.937742675213, 2.9167067230281 48.940474601094, 2.9349784070111 48.950269725384, 2.9566426646822 48.946510779601, 2.9692115301184 48.941133559013, 2.9580343569072 48.937417150976, 2.9574346997515 48.93292695173, 2.9394155145654 48.927042527028, 2.9243015521186 48.930496991203))"
1269,369.0,91649,Vert-le-Petit,91,91710,"POLYGON ((2.3744480354303 48.54540659955, 2.3722389987902 48.536861441632, 2.3571016925136 48.53681654069, 2.3427547172135 48.55282818078, 2.3476299784163 48.557413207695, 2.3626114865197 48.565410706393, 2.3697208249872 48.563791568317, 2.3831996599499 48.566303656061, 2.3903695276884 48.557221629319, 2.3763465399863 48.549361254785, 2.3744480354303 48.54540659955))"
1272,398.0,92046,Malakoff,92,92240,"POLYGON ((2.3001505122596 48.811347534043, 2.2920048721548 48.809713940981, 2.279911190584 48.810917949841, 2.2781833296731 48.814248778193, 2.2916862510232 48.818034122525, 2.3013154184885 48.825125760842, 2.314145699673 48.822290535442, 2.3001505122596 48.811347534043))"
1280,288.0,78686,Viroflay,78,78220,"POLYGON ((2.1681708710131 48.78786375588, 2.1622185504965 48.798371497449, 2.1612775429708 48.812781582172, 2.1693154925823 48.815912765582, 2.1767433739305 48.814008838913, 2.1829371404912 48.797227864577, 2.1681708710131 48.78786375588))"
1281,336.0,91333,Leuville-sur-Orge,91,91310,"POLYGON ((2.2825441573042 48.617733035696, 2.2681154782718 48.606178682946, 2.2577456117651 48.606082103449, 2.2577346423748 48.613363008367, 2.2680064220068 48.62329549466, 2.2760262314333 48.621968216343, 2.2825441573042 48.617733035696))"
1287,127.0,77339,Noisy-sur-École,77,77123,"POLYGON ((2.4506349389676 48.367163213343, 2.4514612247762 48.374939569978, 2.4692109816408 48.376449111258, 2.4831342533299 48.3845692019, 2.4738360322418 48.390387973612, 2.482624887353 48.395570153778, 2.4947090815999 48.395868780566, 2.5028806697968 48.392912777413, 2.5165368543474 48.399523422473, 2.5216189750667 48.404932194382, 2.5470571780791 48.401418991278, 2.5561369108126 48.393221279345, 2.57492990561 48.384778257479, 2.561240581662 48.371364387084, 2.5617042586191 48.369519928787, 2.5553028591541 48.371240589969, 2.5404645922108 48.372571312898, 2.5278377062248 48.370119490157, 2.5063383739285 48.360307900921, 2.493743609796 48.347827954119, 2.4852401187195 48.341770398324, 2.4806208179688 48.354048445297, 2.459514836175 48.356050366207, 2.4506349389676 48.367163213343))"
1289,159.0,77449,Serris,77,77700,"POLYGON ((2.7847120280162 48.82811603231, 2.7742285852354 48.837636939441, 2.7744239978472 48.851037391869, 2.7721704893348 48.854357937038, 2.7784345904273 48.859362747989, 2.7863660869974 48.860258505125, 2.8002127523266 48.862722277027, 2.7983842275766 48.856204525541, 2.7962479037622 48.846274122013, 2.7974617703106 48.838268500416, 2.8023543107854 48.829612423523, 2.7976737483585 48.831392494662, 2.7847120280162 48.82811603231))"
1293,558.0,95598,Soisy-sous-Montmorency,95,95230,"POLYGON ((2.2928620920368 48.995840244257, 2.3036498165171 48.9973807815, 2.3106265308767 49.002010765849, 2.3162273056097 48.999427831861, 2.3070214529553 48.977593483281, 2.2978629208058 48.975074460179, 2.2918541907731 48.976240545761, 2.2858227560518 48.98739060756, 2.2928620920368 48.995840244257))"
1295,21.0,77007,Argentières,77,77390,"POLYGON ((2.8822023792919 48.657942799187, 2.8831964937925 48.64930876555, 2.8883001968092 48.644431251874, 2.8880288177221 48.644387821782, 2.8810414696642 48.644239831419, 2.8532291614678 48.652014551504, 2.8487291072205 48.655214675099, 2.862162075736 48.656581985257, 2.870211031137 48.659602471977, 2.8822023792919 48.657942799187))"
1296,519.0,95257,La Frette-sur-Seine,95,95530,"POLYGON ((2.1663511306976 48.981474346514, 2.1739266358183 48.986562633472, 2.1834379853382 48.979341007302, 2.1851919110722 48.962799094371, 2.1781051639392 48.95976960776, 2.1781607847904 48.963508308278, 2.1755408892582 48.972402169318, 2.1663511306976 48.981474346514))"
1299,335.0,91332,Leudeville,91,91630,"POLYGON ((2.3384486206491 48.590499060229, 2.3396586059239 48.58261303363, 2.3362383943286 48.573906887132, 2.3476299784163 48.557413207695, 2.3427547172135 48.55282818078, 2.3404533888212 48.554266471516, 2.3170268528964 48.552917119005, 2.3136330531554 48.558254615887, 2.3132790476817 48.575758351633, 2.3265914268932 48.592944133581, 2.3384486206491 48.590499060229))"
1307,60.0,77135,Courpalay,77,77540,"POLYGON ((2.9283203355787 48.62678070701, 2.9199167820352 48.633159987647, 2.9276894077365 48.64149155682, 2.929582217839 48.653032178059, 2.9299898477583 48.657839230918, 2.9430064790365 48.668785548836, 2.9551970132488 48.661036413429, 2.9699188920858 48.659780874241, 2.9750317713809 48.640777799452, 2.9903538341036 48.633907009396, 2.9862917836431 48.624661574166, 2.9669623205639 48.622246216082, 2.9588939403964 48.625176980558, 2.9557006472297 48.630698758388, 2.9431878930865 48.63304293152, 2.9283203355787 48.62678070701))"
1308,549.0,95555,Saint-Gratien,95,95210,"POLYGON ((2.2746219582146 48.964139579874, 2.2734206535732 48.976705829781, 2.273843113909 48.976779429515, 2.2918541907731 48.976240545761, 2.2978629208058 48.975074460179, 2.2930195616439 48.971612634255, 2.2986199686098 48.966348852881, 2.2884581275524 48.95897612829, 2.2746219582146 48.964139579874))"
1309,32.0,77042,Boissy-le-Châtel,77,77169,"POLYGON ((3.1612200833443 48.838155952608, 3.1646487004443 48.835391211524, 3.1684567422669 48.826637094766, 3.1636162497398 48.818527179378, 3.15875027773 48.816314132426, 3.1142099954431 48.811283610098, 3.1112078273071 48.825513297902, 3.1060917766965 48.832826913171, 3.1244313477445 48.838279919126, 3.1441361831084 48.834948232985, 3.1612200833443 48.838155952608))"
1316,347.0,91405,Milly-la-Forêt,91,91490,"POLYGON ((2.4610940272963 48.424755075654, 2.4904240016638 48.426239572574, 2.5050239452346 48.429860436127, 2.5173091942595 48.427684397291, 2.5239007511796 48.41989747397, 2.5470571780791 48.401418991278, 2.5216189750667 48.404932194382, 2.5165368543474 48.399523422473, 2.5028806697968 48.392912777413, 2.4947090815999 48.395868780566, 2.482624887353 48.395570153778, 2.4738360322418 48.390387973612, 2.461749994751 48.398716989986, 2.4545456829494 48.396163153102, 2.452298823943 48.387489696986, 2.4442076763497 48.380213098709, 2.4369978390981 48.36915323559, 2.4278793224716 48.363317247052, 2.4141953125269 48.369530351644, 2.4096802923015 48.373947992878, 2.4081469080923 48.386850135711, 2.4098502681772 48.398761540972, 2.4223518028677 48.406979629989, 2.4253903334818 48.412214324997, 2.4162892446966 48.415569760556, 2.4239292441372 48.421237261683, 2.4374500020773 48.421451494479, 2.4502017138252 48.415856852208, 2.4615478294144 48.416743794756, 2.4610940272963 48.424755075654))"
1317,96.0,77241,Juilly,77,77230,"POLYGON ((2.6830242700061 49.024013524581, 2.6866146911132 49.027652067538, 2.6990108357282 49.029401221328, 2.7116550104679 49.034407414615, 2.721334544951 49.03441947497, 2.73021078004 49.03348301795, 2.7310383280198 49.025527115124, 2.7227758460497 49.020609548399, 2.7127881768495 49.007559421792, 2.7043736674741 49.007585750547, 2.6830781297952 49.011827792672, 2.679332372009 49.013420216514, 2.6830242700061 49.024013524581))"
1320,93.0,77233,Iverny,77,77165,"POLYGON ((2.7810951881082 48.995579468431, 2.7852580366517 49.004745393206, 2.806559266368 48.993360808152, 2.7961503862991 48.989986818664, 2.7810951881082 48.995579468431))"
1326,227.0,78255,Freneuse,78,78840,"POLYGON ((1.6111646562272 49.026040245276, 1.5876593631304 49.02417603537, 1.5867068960663 49.031837841579, 1.5910818572214 49.037040534608, 1.5829827415341 49.042607311167, 1.599283180508 49.05458836898, 1.6142964314176 49.071178952933, 1.6201528923987 49.073918991615, 1.6449162425559 49.064315038296, 1.6276398024086 49.057689964837, 1.6283183049031 49.048069892123, 1.6207672057958 49.045409629592, 1.6109093452458 49.036758914663, 1.6111646562272 49.026040245276))"
1327,213.0,78164,Clairefontaine-en-Yvelines,78,78120,"POLYGON ((1.9286383284396 48.581952482858, 1.9071969304157 48.592663547422, 1.8948448024869 48.603091118773, 1.8761134778514 48.612277949632, 1.8778156399012 48.619071579513, 1.890461272942 48.622724568095, 1.8924392094244 48.629159744208, 1.8770502870517 48.63507887111, 1.88388327289 48.644597667876, 1.9027675407358 48.650870356048, 1.9096750903024 48.652378462333, 1.904200206488 48.633742146053, 1.9242238609669 48.624330621949, 1.9296176240514 48.619494467506, 1.9315294453602 48.610916948139, 1.9325549071359 48.600942416109, 1.9330353669278 48.591540461154, 1.9286383284396 48.581952482858))"
1329,338.0,91340,Lisses,91,91090,"POLYGON ((2.4393894500218 48.577064306493, 2.4222327124563 48.573221173418, 2.4168993050023 48.576814095028, 2.4131722453647 48.586774565484, 2.4034267145496 48.591832877403, 2.393599294387 48.589276163358, 2.4071612859833 48.594943288177, 2.3985660179234 48.607125883267, 2.4000607857537 48.609732192788, 2.4116559957873 48.613365704543, 2.4319343731192 48.611733464804, 2.4369827416031 48.611167347116, 2.4434238269695 48.610375453822, 2.4503594470192 48.60264197296, 2.4504698419163 48.595482129538, 2.4325019830029 48.589026326161, 2.4393894500218 48.577064306493))"
1337,181.0,77511,Villeneuve-sous-Dammartin,77,77230,"POLYGON ((2.6108742557616 49.031408512938, 2.6234959818924 49.037848230138, 2.6432293621474 49.044098397477, 2.651800875273 49.037462457663, 2.6584916586735 49.036591482623, 2.6597456902779 49.029299978502, 2.6515552511545 49.019652464036, 2.627438296274 49.012210217576, 2.6141788653058 49.023393912647, 2.6108742557616 49.031408512938))"
1341,232.0,78296,Guitrancourt,78,78440,"POLYGON ((1.755440751168 49.006025790495, 1.7699998191 49.014304677245, 1.7852272881691 49.03103273985, 1.7923338430038 49.019198783145, 1.7991335259913 49.01706822961, 1.7978525156954 49.008794483878, 1.7963859812025 49.00276435913, 1.7901333193659 48.998621330382, 1.7784223108319 48.995561933522, 1.775450426129 48.988632982647, 1.7621918529737 48.989693019384, 1.7646660619566 48.999662262017, 1.755440751168 49.006025790495))"
1349,319.0,91215,Épinay-sous-Sénart,91,91860,"POLYGON ((2.5042417079223 48.671807033867, 2.4982478634848 48.676678739066, 2.5139011943221 48.685464899977, 2.5081082031748 48.690578024026, 2.5223866971749 48.70487634754, 2.526868486137 48.704730504947, 2.5310726121952 48.699783892783, 2.5313278363738 48.695415309782, 2.5212857768004 48.681453438309, 2.5142537483543 48.674421663897, 2.5042417079223 48.671807033867))"
1350,131.0,77358,Penchard,77,77124,"POLYGON ((2.8603922222859 48.976330627771, 2.8372594674409 48.994800145654, 2.8461634358995 49.001339221181, 2.8566049821479 49.005272665336, 2.8574874422475 49.002958276929, 2.8776220723031 48.991348376419, 2.8603922222859 48.976330627771))"
1354,242.0,78354,Magnanville,78,78200,"POLYGON ((1.6862172278405 48.978492337351, 1.7002842278724 48.979151916985, 1.6955215650088 48.966896071883, 1.7024095289006 48.963636001375, 1.6993333302297 48.957749657891, 1.6877852413541 48.957947596285, 1.6736470387307 48.963306915644, 1.6659044162364 48.969833106708, 1.6659666477127 48.97028257738, 1.6772946170588 48.9768617889, 1.6862172278405 48.978492337351))"
1357,208.0,78138,Chanteloup-les-Vignes,78,78570,"POLYGON ((2.0247240984757 48.995611550644, 2.0270868053066 48.98868921353, 2.0383912621693 48.984269562145, 2.0424895027025 48.979416535777, 2.0405178856984 48.970471736641, 2.0336524591394 48.96577175102, 2.0353154462803 48.961462206412, 2.0282325056622 48.959063228653, 2.0234923423706 48.973528614828, 2.0238447908716 48.982839125351, 2.0203634628592 48.993928556693, 2.0247240984757 48.995611550644))"
1368,160.0,77458,Souppes-sur-Loing,77,77460,"POLYGON ((2.7364059973083 48.166309837708, 2.731744241101 48.172080651789, 2.7102104348204 48.177860543137, 2.692092496542 48.17274603078, 2.689745105738 48.183498937719, 2.7173471111394 48.198069464128, 2.7231457799329 48.204631016, 2.734317397592 48.210106711512, 2.7662849590362 48.21265139664, 2.767551866901 48.210799432819, 2.7910498812432 48.197898023405, 2.7937630514294 48.192762248983, 2.7863071109577 48.181910869306, 2.7850295726523 48.170180430077, 2.7809734452263 48.167363753381, 2.7686108994112 48.163611325806, 2.7462653547317 48.163802955575, 2.7364059973083 48.166309837708))"
1377,149.0,77413,Saint-Germain-sur-Morin,77,77860,"POLYGON ((2.828655501566 48.878471057425, 2.8415728697246 48.888799331049, 2.8487640866034 48.887299609352, 2.859236594245 48.879465082281, 2.8630065809755 48.871709337001, 2.862597708882 48.871666600791, 2.8603350941436 48.875064268355, 2.8440230319125 48.868466569702, 2.8356398945773 48.860952355996, 2.8276202243698 48.864176820091, 2.8232186828896 48.872651825853, 2.828655501566 48.878471057425))"
1383,495.0,95060,Bessancourt,95,95550,"POLYGON ((2.2238685212463 49.04530029566, 2.2284581786176 49.040676463029, 2.2254620564608 49.035588318406, 2.2168611163494 49.031131768166, 2.1924401762383 49.030835135392, 2.1831631662758 49.02542559071, 2.1683044671307 49.031611882704, 2.1738851591801 49.038764141563, 2.1862512623934 49.044674571747, 2.1993875947248 49.044645951496, 2.2161278292566 49.046820943941, 2.2238685212463 49.04530029566))"
1396,63.0,77145,Crisenoy,77,77390,"POLYGON ((2.7225932236753 48.577876205711, 2.7157536776498 48.599676449672, 2.7183013991464 48.60987228563, 2.7405512117601 48.614876473277, 2.7476647648397 48.622852422252, 2.7561717144237 48.618530912919, 2.7681093739716 48.623405800124, 2.7742123451779 48.622777077466, 2.7804321169756 48.615938948493, 2.7797555549883 48.611975346401, 2.7693324450367 48.603259975656, 2.7570079649749 48.59620208327, 2.7350935765498 48.580562829307, 2.7225932236753 48.577876205711))"
1397,23.0,77014,Avon,77,77210,"POLYGON ((2.7351066749707 48.424047759559, 2.7459321465577 48.425183403014, 2.7474539552689 48.415662938872, 2.7542942280227 48.41149840225, 2.7491438040154 48.407340191802, 2.7428360036567 48.412352177901, 2.7213111647256 48.407029747673, 2.7129288083928 48.41357907129, 2.7269918740667 48.418197818572, 2.7351066749707 48.424047759559))"
1416,206.0,78128,Cernay-la-Ville,78,78720,"POLYGON ((2.000770080522 48.668025011036, 1.99303208896 48.658061298898, 1.9878197861548 48.656427640688, 1.9680736269297 48.664682597879, 1.9551207642343 48.663743071768, 1.9502270069829 48.655942316459, 1.9434576797189 48.653898069568, 1.9382998515571 48.662519465175, 1.9298687134241 48.663695348346, 1.9241926340166 48.669226881283, 1.9351949031819 48.685565117717, 1.958961287065 48.676834471592, 1.9772754427615 48.678293705342, 1.9893766573377 48.677115953483, 2.000770080522 48.668025011036))"
1423,499.0,95101,Bray-et-Lû,95,95710,"POLYGON ((1.6643025187914 49.153952109568, 1.6714272157165 49.158490052409, 1.6786726280787 49.156196831679, 1.6731740690338 49.145052844816, 1.6744368038016 49.139308252543, 1.6713033117618 49.127465228697, 1.6559839415485 49.130389282008, 1.652406172817 49.13944932249, 1.6539225302112 49.145440634177, 1.6643025187914 49.153952109568))"
1455,548.0,95541,Saint-Clair-sur-Epte,95,95770,"POLYGON ((1.671819329662 49.180886671952, 1.6705384342612 49.189903769359, 1.6769552220057 49.202542812736, 1.6732001714161 49.205621570441, 1.6757423007191 49.21186711807, 1.7040643483737 49.229320472612, 1.7043588288241 49.232197221792, 1.7135239208364 49.23267209361, 1.729662120604 49.22919730317, 1.7404476188128 49.223441935769, 1.7341091784733 49.221277890399, 1.7336823766846 49.210958623685, 1.7230394537953 49.20967924589, 1.7155490546111 49.20266098506, 1.6861997058958 49.200325059382, 1.6823248688387 49.195474075157, 1.681197948285 49.182735915495, 1.671819329662 49.180886671952))"
1458,545.0,95523,La Roche-Guyon,95,95780,"POLYGON ((1.6233233619235 49.086078404348, 1.6332620882816 49.090639557376, 1.6348302547663 49.100038390873, 1.6453460818402 49.097592665528, 1.6515813119418 49.104638200498, 1.6583832842151 49.095780281547, 1.6531864829731 49.095571106255, 1.6448980157331 49.095245067938, 1.6435074678392 49.08684292684, 1.6466035243449 49.081317691061, 1.6292577222733 49.078286632616, 1.6201528923987 49.073918991615, 1.6142964314176 49.071178952933, 1.608798807603 49.077894185227, 1.6233233619235 49.086078404348))"
1461,84.0,77196,Fresnes-sur-Marne,77,77410,"POLYGON ((2.7622557766697 48.949959008851, 2.7567759539649 48.948945354598, 2.7579860448581 48.93829164872, 2.7506630517812 48.923398308302, 2.7423201421339 48.922743973544, 2.7223767036867 48.942076771714, 2.7100997029994 48.941650237478, 2.7242213024673 48.958240540695, 2.7409393445202 48.953127854194, 2.761131494642 48.952766920933, 2.7622557766697 48.949959008851))"
1479,295.0,91045,Ballancourt-sur-Essonne,91,91610,"POLYGON ((2.3744480354303 48.54540659955, 2.4045682228419 48.531494340765, 2.4028715735673 48.52740526205, 2.4133568736193 48.524881919105, 2.4123180166368 48.508332156721, 2.4062265878591 48.503936055113, 2.379002054332 48.509226066576, 2.3663735847304 48.510285718929, 2.362795484548 48.525084036404, 2.3722389987902 48.536861441632, 2.3744480354303 48.54540659955))"
1486,113.0,77302,Montcourt-Fromonville,77,77140,"POLYGON ((2.7191578924184 48.313575306081, 2.7196330580092 48.310464281777, 2.7418891805414 48.295276166394, 2.7385792839173 48.294118138107, 2.725931259187 48.289305610141, 2.7186018630197 48.281821440169, 2.7012056747218 48.288935343672, 2.6919131346122 48.289511639909, 2.6926682257824 48.291577608776, 2.6938658698811 48.2991717987, 2.690854954674 48.308325944495, 2.6968161248901 48.31467274145, 2.7067673438535 48.311170885437, 2.7191578924184 48.313575306081))"
1498,454.0,94018,Charenton-le-Pont,94,94220,"POLYGON ((2.3900720145113 48.82569232682, 2.406031823401 48.827615470779, 2.4199625195411 48.824080072246, 2.4195846402946 48.816913823457, 2.4159099816835 48.816332019259, 2.4093609378413 48.816675787287, 2.3900720145113 48.82569232682))"
1501,466.0,94044,Limeil-Brévannes,94,94450,"POLYGON ((2.4735407111723 48.761772553403, 2.4870476316521 48.757846909854, 2.4931665951591 48.7592302559, 2.5016755393004 48.748987487627, 2.5118263324104 48.744586258471, 2.5169677715921 48.738483856957, 2.5100603137322 48.734664596594, 2.5035392718422 48.735213292289, 2.4845525554027 48.729072399771, 2.4744117039726 48.741337871074, 2.4683291190088 48.76228192214, 2.4735407111723 48.761772553403))"
