,nb_de_pieces,superficie,carrez,prix,code_postal,id_local,id_type
307,4,70,False,483000,78500,272.0,0.0
308,2,30,False,139750,78970,251.0,0.0
309,5,95,False,452000,95110,555.0,5.0
310,6,140,False,399000,77580,62.0,5.0
311,5,120,False,400900,78580,194.0,5.0
312,5,105,False,367000,95420,528.0,5.0
313,4,115,False,273300,95420,528.0,5.0
314,7,160,False,679250,95320,550.0,5.0
315,2,44,False,278250,92000,402.0,0.0
316,9,370,False,1200000,91180,362.0,7.0
317,4,82,False,849900,75019,18.0,0.0
318,1,29,False,279000,75019,18.0,0.0
319,6,111,False,720000,95250,492.0,5.0
320,7,160,False,599000,95330,508.0,5.0
321,5,90,False,325000,95570,498.0,5.0
322,6,96,False,340200,95280,526.0,5.0
323,3,46,False,329500,92110,389.0,0.0
324,5,140,False,377000,77860,138.0,5.0
325,5,120,False,454000,94440,482.0,5.0
326,3,61,False,240000,95800,501.0,0.0
327,5,120,False,435000,78320,282.0,5.0
328,4,80,False,415000,91400,360.0,0.0
329,4,77,False,158000,77260,78.0,5.0
330,3,59,False,360000,93100,430.0,0.0
331,3,65,False,499550,75019,18.0,0.0
332,2,54,False,304000,78150,211.0,0.0
333,4,91,False,1071000,92100,383.0,0.0
334,3,69,False,579000,75020,19.0,0.0
335,4,82,False,419000,77144,115.0,3.0
336,7,200,False,728000,78580,247.0,5.0
337,4,82,False,258000,95110,555.0,0.0
338,1,24,False,340000,75008,7.0,0.0
339,4,81,False,899000,75011,10.0,0.0
340,2,54,False,298000,78150,211.0,0.0
341,1,34,False,409000,75013,12.0,0.0
342,3,54,False,130000,91590,322.0,0.0
343,3,55,False,370000,92330,408.0,0.0
344,4,75,False,264000,94400,488.0,0.0
345,4,61,False,222000,94400,488.0,0.0
346,4,71,False,239000,94400,488.0,0.0
347,4,71,False,398000,94400,488.0,5.0
348,4,105,False,349000,78125,230.0,5.0
349,2,38,False,133000,77230,161.0,0.0
350,4,87,False,610000,92190,400.0,0.0
351,3,75,False,438000,78150,211.0,0.0
352,5,86,False,318000,77166,74.0,5.0
353,2,54,False,180000,77270,184.0,0.0
354,3,55,False,231000,77270,184.0,5.0
355,5,99,False,549000,94700,467.0,0.0
356,4,86,False,159000,77100,108.0,0.0
357,6,136,False,552000,94440,480.0,5.0
358,5,110,False,323000,91380,312.0,0.0
359,6,132,False,371000,77760,168.0,5.0
360,2,52,False,184000,91800,305.0,0.0
361,3,70,False,60000,77260,78.0,5.0
362,6,113,False,395000,77340,135.0,5.0
363,3,67,False,237500,91290,292.0,0.0
364,2,44,False,220000,93110,438.0,0.0
365,3,47,False,295000,92320,386.0,0.0
366,4,63,False,365000,92320,386.0,3.0
367,4,97,False,1120000,75017,16.0,0.0
368,4,96,False,498000,78150,211.0,0.0
369,1,47,False,450000,75011,10.0,0.0
370,2,48,False,200000,94500,453.0,0.0
371,1,22,False,270000,75005,4.0,0.0
372,3,51,False,183000,91550,356.0,0.0
373,8,180,False,600000,78370,261.0,5.0
374,3,74,False,620400,92100,383.0,0.0
375,1,20,False,118000,93130,434.0,0.0
376,6,160,False,549000,78790,192.0,5.0
377,1,15,False,145220,78000,283.0,0.0
378,1,25,False,246000,75018,17.0,0.0
379,5,143,False,1266000,78000,283.0,0.0
380,2,54,False,265000,78150,211.0,0.0
381,4,73,False,267000,91120,355.0,0.0
382,5,104,False,250000,91150,321.0,5.0
383,6,227,False,519000,78270,255.0,5.0
384,6,227,False,519000,78200,244.0,5.0
385,4,77,False,222000,78200,244.0,0.0
386,3,65,False,205000,92300,397.0,0.0
387,8,170,False,1123000,95160,535.0,5.0
388,1,21,False,135000,93160,433.0,0.0
389,1,32,False,328000,92130,396.0,0.0
390,1,18,False,174000,75020,19.0,0.0
391,4,83,False,238542,78990,219.0,0.0
392,2,43,False,179000,91280,364.0,0.0
393,3,60,False,470000,92290,385.0,0.0
394,2,27,False,285000,75019,18.0,0.0
395,2,28,False,299000,93400,440.0,0.0
396,5,97,False,515000,92230,395.0,0.0
397,3,62,False,160850,95310,552.0,0.0
398,1,30,False,148000,93130,434.0,0.0
399,4,110,False,168500,77260,78.0,5.0
400,4,110,False,462000,91120,355.0,5.0
401,1,32,False,165000,77184,72.0,0.0
402,3,81,False,420000,93170,416.0,0.0
403,3,80,False,149000,91100,313.0,0.0
404,3,74,False,159000,77510,70.0,5.0
405,3,64,False,172000,77000,110.0,0.0
406,1,100,False,60000,92160,380.0,1.0
407,1,18,False,105000,92600,381.0,0.0
408,5,135,False,399000,78770,275.0,5.0
409,2,53,False,375000,94700,467.0,0.0
410,3,41,False,305000,92140,388.0,0.0
411,1,36,False,250000,94800,483.0,0.0
412,2,54,False,269000,78150,211.0,0.0
413,11,318,False,564300,95640,529.0,5.0
414,11,318,False,564300,95750,503.0,5.0
415,8,202,False,389000,95420,528.0,5.0
416,7,160,False,396000,95420,528.0,5.0
417,1,20,False,125000,93170,416.0,0.0
418,3,72,False,404000,92350,404.0,0.0
419,4,70,False,350000,93470,422.0,5.0
420,5,95,False,270000,77220,87.0,0.0
421,4,77,False,205000,95140,520.0,0.0
422,4,100,False,463999,91120,355.0,0.0
423,2,45,False,228000,94420,474.0,0.0
424,6,170,False,598000,91640,332.0,5.0
425,2,53,False,383000,92400,391.0,0.0
426,6,124,False,430002,94240,462.0,0.0
427,12,225,False,980000,93200,439.0,5.0
428,3,70,False,599000,75020,19.0,0.0
429,4,85,False,276000,77600,36.0,5.0
430,10,229,False,580000,95000,501.0,5.0
431,3,68,False,315000,94600,457.0,0.0
432,3,85,False,345000,78800,236.0,0.0
433,8,158,False,449000,78730,268.0,5.0
434,3,62,False,272000,92190,400.0,0.0
435,5,79,False,208000,91240,363.0,0.0
436,2,40,False,392000,75018,17.0,0.0
437,4,85,False,589000,78100,270.0,0.0
438,6,157,False,662000,93390,421.0,5.0
439,4,102,False,398000,77500,50.0,5.0
440,3,68,False,249000,77860,138.0,0.0
441,5,133,False,445000,93470,422.0,5.0
442,7,127,False,445000,93370,429.0,5.0
443,4,64,False,159000,93390,421.0,0.0
444,4,138,False,337000,77181,61.0,5.0
445,4,85,False,438000,93370,429.0,5.0
446,2,50,False,259000,93370,429.0,5.0
447,4,95,False,378000,93370,429.0,5.0
448,7,160,False,457000,93470,422.0,5.0
449,5,76,False,319000,77181,61.0,5.0
450,4,95,False,375000,93370,429.0,5.0
451,5,130,False,399000,93470,422.0,5.0
452,5,100,False,383000,77410,20.0,5.0
453,9,200,False,565000,93190,428.0,5.0
454,6,120,False,359000,93370,429.0,5.0
455,6,123,False,461000,93390,421.0,5.0
456,5,100,False,343000,93370,429.0,5.0
457,7,200,False,499000,93390,421.0,5.0
458,3,73,False,215000,93410,443.0,0.0
459,7,110,False,639000,77360,169.0,5.0
460,2,46,False,225000,77410,54.0,0.0
461,1,26,False,189000,93270,441.0,5.0
462,2,44,False,187000,93190,428.0,0.0
463,3,63,False,1050000,75016,15.0,0.0
464,5,170,False,2190000,75008,7.0,0.0
465,1,15,False,270000,75017,16.0,0.0
466,7,220,False,3250000,75018,17.0,0.0
467,2,33,False,550000,75008,7.0,0.0
468,3,105,False,735000,94170,473.0,0.0
469,3,52,False,225000,92160,380.0,0.0
470,3,60,False,460000,92170,411.0,0.0
471,8,179,False,820000,94120,459.0,5.0
472,2,32,False,196400,77600,36.0,0.0
473,3,61,False,579000,75010,9.0,0.0
474,3,68,False,159001,91240,363.0,0.0
475,3,68,False,168000,91240,363.0,0.0
476,3,69,False,159000,91240,363.0,0.0
477,1,24,False,280000,75020,19.0,0.0
478,3,51,False,135000,91100,313.0,0.0
479,6,130,False,414900,93110,438.0,5.0
480,3,74,False,480000,92250,394.0,0.0
481,5,120,False,365000,91620,373.0,5.0
482,2,46,False,550000,75018,17.0,0.0
483,4,70,False,510000,94170,473.0,5.0
484,6,145,False,769000,94490,472.0,5.0
485,7,180,False,1495000,94120,459.0,5.0
486,5,80,False,244000,95160,535.0,0.0
487,2,37,False,399000,75010,9.0,0.0
488,3,74,False,599000,75019,18.0,0.0
489,7,160,False,527000,78550,235.0,5.0
490,2,45,False,283500,92000,402.0,0.0
491,2,56,False,450000,75020,19.0,0.0
492,5,88,False,220000,95200,556.0,5.0
493,3,92,False,1345000,75016,15.0,0.0
494,6,250,False,450000,77515,75.0,5.0
495,2,53,False,515000,78000,283.0,0.0
496,1,10,False,121500,75018,17.0,0.0
497,7,135,False,825000,94800,483.0,5.0
498,5,118,False,430700,78120,266.0,0.0
499,15,465,False,1950000,78120,266.0,5.0
500,1,17,False,181500,75015,14.0,0.0
501,1,22,False,244000,75012,11.0,0.0
502,6,154,False,447000,77330,128.0,5.0
503,3,67,False,345000,93100,430.0,0.0
504,5,107,False,458900,91330,379.0,5.0
505,4,92,False,340000,77000,110.0,5.0
506,4,97,False,999000,92250,394.0,5.0
507,2,53,False,404521,93500,435.0,0.0
508,4,96,False,315000,77185,102.0,0.0
509,1,8,False,90000,75009,8.0,0.0
510,3,74,False,229900,93160,433.0,0.0
511,8,180,False,936000,78810,222.0,5.0
512,4,86,False,217000,91380,312.0,0.0
513,4,81,False,227000,93200,439.0,0.0
514,5,124,False,957000,93100,430.0,3.0
515,2,46,False,158251,77550,112.0,0.0
516,5,97,False,265000,91650,304.0,5.0
517,5,117,False,370000,91750,310.0,5.0
518,6,126,False,420000,95740,518.0,5.0
519,4,185,False,252000,77710,103.0,5.0
520,4,65,False,219450,95540,533.0,0.0
521,3,65,False,449000,92150,410.0,0.0
522,4,89,False,399000,92600,381.0,0.0
523,4,79,False,333000,93330,432.0,0.0
524,9,200,False,550000,78200,224.0,5.0
525,8,210,False,474600,78440,237.0,5.0
526,2,32,False,375000,75003,2.0,0.0
527,5,84,False,430000,93170,416.0,0.0
528,3,65,False,279000,78260,190.0,0.0
529,5,300,False,340000,91540,345.0,5.0
530,5,85,False,295000,77380,56.0,5.0
531,5,152,False,1980000,75008,7.0,0.0
532,5,150,False,469000,77190,65.0,5.0
533,4,57,False,183500,95100,490.0,0.0
534,3,66,False,233100,78990,219.0,3.0
535,8,280,False,950000,91390,352.0,5.0
536,9,220,False,799000,78126,193.0,5.0
537,2,43,False,250000,77144,115.0,0.0
538,6,150,False,627000,95100,490.0,5.0
539,4,86,False,338000,77680,142.0,5.0
540,5,103,False,445000,77181,61.0,5.0
541,10,208,False,780000,94480,446.0,5.0
542,3,72,False,457000,94340,464.0,0.0
543,6,98,False,349000,91700,361.0,5.0
544,3,66,False,467000,78240,207.0,5.0
545,7,165,False,799000,91320,378.0,5.0
546,4,60,False,279000,77270,184.0,5.0
547,4,80,False,330000,77550,100.0,5.0
548,2,47,False,172000,93250,444.0,0.0
549,3,63,False,225000,93190,428.0,0.0
550,3,48,False,109500,77310,145.0,0.0
551,2,29,False,249000,92110,389.0,0.0
552,3,59,False,239000,95870,496.0,0.0
553,2,56,False,749000,75016,15.0,0.0
554,3,75,False,619000,94100,478.0,0.0
555,8,210,False,395000,91660,346.0,5.0
556,3,71,False,609000,75020,19.0,0.0
557,6,125,False,468000,91760,331.0,5.0
558,4,82,False,174000,91600,366.0,0.0
559,4,113,False,392000,95000,501.0,5.0
560,2,36,False,418000,75010,9.0,0.0
561,4,87,False,299900,77100,108.0,5.0
562,5,98,False,310000,77390,89.0,5.0
563,5,128,False,495000,94290,484.0,5.0
564,5,72,False,169000,77260,78.0,5.0
565,5,150,False,332500,77640,95.0,5.0
566,3,74,False,206000,95300,544.0,0.0
567,5,160,False,494000,77500,50.0,5.0
568,2,29,False,176000,95270,562.0,5.0
569,5,124,False,449000,77170,35.0,5.0
570,1,18,False,95500,95800,501.0,0.0
571,3,90,False,285000,78740,278.0,5.0
572,3,68,False,350000,78110,284.0,0.0
573,1,29,False,115000,77380,56.0,0.0
574,5,128,False,270000,77000,110.0,0.0
575,6,121,False,420000,91630,343.0,5.0
576,2,53,False,540000,75014,13.0,0.0
577,3,85,False,310000,77580,187.0,5.0
578,2,53,False,395000,93500,435.0,0.0
579,4,91,False,323000,77760,37.0,5.0
580,4,110,False,300000,77380,56.0,5.0
581,4,90,False,365000,78550,235.0,5.0
582,9,260,False,1130000,78400,209.0,5.0
583,8,210,False,319000,77670,177.0,5.0
584,4,99,False,650000,94120,459.0,0.0
585,4,91,False,699000,92600,381.0,0.0
586,1,26,False,179000,92160,380.0,0.0
587,3,68,False,209000,78200,244.0,0.0
588,3,66,False,427000,94100,478.0,0.0
589,3,58,False,699000,75015,14.0,0.0
590,6,117,False,430000,91410,317.0,5.0
591,4,74,False,289000,94470,449.0,0.0
592,3,120,False,895000,75018,17.0,0.0
593,3,65,False,185000,78200,244.0,0.0
594,5,180,False,870000,94400,488.0,5.0
595,3,55,False,265000,92350,404.0,0.0
596,1,10,False,128000,75014,13.0,0.0
597,6,174,False,389000,77167,24.0,5.0
598,5,165,False,699600,94420,474.0,5.0
599,2,46,False,158000,77550,112.0,0.0
601,4,119,False,619000,93200,439.0,0.0
602,2,38,False,445000,75011,10.0,0.0
603,2,48,False,199000,78955,203.0,0.0
604,4,85,False,515000,78530,201.0,0.0
605,3,63,False,239000,94120,459.0,0.0
606,6,140,False,569000,95350,547.0,5.0
607,4,78,False,398000,92160,380.0,0.0
608,3,72,False,520000,92190,400.0,0.0
609,2,49,False,179000,95130,517.0,0.0
610,4,72,False,325000,91100,313.0,5.0
611,5,110,False,320500,91380,312.0,0.0
612,5,230,False,620000,77410,20.0,5.0
613,2,40,False,195000,94430,455.0,0.0
614,6,186,False,724000,77850,90.0,5.0
615,3,58,False,284000,94500,453.0,0.0
616,8,186,False,590000,77540,104.0,5.0
617,3,56,False,320000,92370,387.0,0.0
618,5,99,False,424000,91600,366.0,5.0
619,4,74,False,229500,91210,318.0,0.0
620,6,204,False,749000,77150,98.0,5.0
621,2,39,False,175000,91420,350.0,0.0
622,6,155,False,429000,95460,515.0,5.0
623,4,96,False,699000,92150,410.0,0.0
624,4,69,False,312000,95460,515.0,5.0
625,5,97,False,399000,77700,25.0,5.0
626,2,47,False,439000,92100,383.0,0.0
627,3,80,False,261000,78930,231.0,5.0
628,6,87,False,364900,78930,231.0,5.0
