,nb_de_pieces,superficie,carrez,prix,code_postal,id_local,id_type
629,5,140,False,449000,95540,533.0,5.0
630,7,181,False,764000,78630,254.0,5.0
631,5,90,False,384000,91620,373.0,5.0
632,4,90,False,179000,77560,26.0,5.0
633,4,100,False,330000,91410,317.0,0.0
634,4,49,False,164000,77220,87.0,0.0
635,3,68,False,230000,95000,501.0,0.0
636,2,45,False,438000,93400,440.0,0.0
637,2,38,False,279000,92700,390.0,0.0
638,3,67,False,159000,78990,219.0,0.0
639,3,75,False,219000,95420,528.0,5.0
640,5,88,False,240000,93800,425.0,0.0
641,6,119,False,313000,77390,176.0,5.0
642,3,61,False,234000,77100,108.0,0.0
643,12,340,False,875000,77590,81.0,5.0
644,4,70,False,289000,77380,56.0,5.0
645,2,31,False,125000,95100,490.0,0.0
646,2,56,False,781000,92200,403.0,0.0
647,4,106,False,365000,91210,318.0,5.0
648,3,136,False,323000,77131,132.0,5.0
649,5,92,False,310000,77250,174.0,5.0
650,5,91,False,218000,77290,111.0,0.0
651,1,16,False,185000,75011,10.0,0.0
652,2,62,False,240000,78400,209.0,0.0
653,3,50,False,125000,77710,103.0,0.0
654,4,87,False,332000,93600,415.0,0.0
655,6,191,False,2450000,75015,14.0,5.0
656,4,87,False,359000,93150,417.0,5.0
657,8,180,False,660000,91310,349.0,5.0
658,3,72,False,329000,92290,385.0,0.0
659,4,73,False,400000,94350,486.0,0.0
660,4,83,False,250000,77130,170.0,5.0
661,6,137,False,598000,95390,553.0,5.0
662,2,50,False,285000,78160,246.0,0.0
663,5,78,False,290000,78160,246.0,0.0
664,2,71,False,1129000,75009,8.0,0.0
665,2,37,False,179000,93150,417.0,0.0
666,3,51,False,229000,92700,390.0,0.0
667,2,42,False,208000,91540,345.0,0.0
668,4,68,False,250000,95100,490.0,0.0
669,4,79,False,309000,93150,417.0,0.0
670,3,62,False,230000,77400,97.0,0.0
671,4,86,False,222000,77380,56.0,0.0
672,2,36,False,310000,93100,430.0,0.0
673,3,82,False,209000,78790,273.0,5.0
674,3,47,False,192000,78550,235.0,0.0
675,4,180,False,249500,77710,178.0,5.0
676,3,65,False,140000,77310,145.0,0.0
677,7,157,False,340000,78510,277.0,5.0
678,3,61,False,260000,95490,561.0,0.0
679,3,69,False,199000,77410,46.0,0.0
680,5,182,False,940000,77600,45.0,5.0
681,4,81,False,332000,77600,36.0,0.0
682,4,148,False,383000,77400,97.0,5.0
683,3,74,False,499000,92410,413.0,0.0
684,3,67,False,338000,94700,467.0,0.0
685,2,48,False,269000,92230,395.0,0.0
686,3,85,False,223000,77690,118.0,5.0
687,1,18,False,109000,77600,36.0,0.0
688,7,140,False,419000,91820,302.0,5.0
689,3,66,False,173000,91390,352.0,0.0
690,4,79,False,359000,77174,180.0,5.0
691,3,55,False,153000,91100,313.0,0.0
692,4,72,False,219900,78570,191.0,0.0
693,4,77,False,315000,95460,515.0,0.0
694,4,58,False,165000,95130,517.0,0.0
695,2,52,False,440000,92100,383.0,0.0
696,4,89,False,199000,77350,109.0,0.0
697,5,162,False,910000,92700,390.0,4.0
698,6,121,False,429000,77580,62.0,5.0
699,5,115,False,435000,91390,352.0,5.0
700,3,57,False,397000,94400,488.0,5.0
701,2,50,False,415000,92130,396.0,0.0
702,5,98,False,279000,78330,223.0,0.0
703,7,150,False,450000,77310,145.0,5.0
704,2,44,False,176000,95800,501.0,0.0
705,5,138,False,399000,77580,62.0,5.0
706,4,83,False,365000,77090,55.0,5.0
707,6,141,False,216000,77260,78.0,5.0
708,3,75,False,525000,94550,456.0,5.0
709,3,60,False,179500,95130,517.0,0.0
710,5,102,False,570000,78800,236.0,5.0
711,3,62,False,329500,94400,488.0,0.0
712,2,41,False,170000,91310,349.0,0.0
713,5,78,False,259000,77640,95.0,5.0
714,3,55,False,690000,75018,17.0,0.0
715,6,162,False,500000,94440,482.0,5.0
716,4,97,False,929000,92100,383.0,0.0
717,4,61,False,125000,91670,290.0,5.0
718,6,190,False,239000,77320,77.0,5.0
719,6,147,False,645000,91320,378.0,5.0
720,6,174,False,495000,77200,164.0,5.0
721,6,156,False,517000,77260,78.0,5.0
722,6,260,False,710000,91700,361.0,5.0
723,3,64,False,143500,95100,490.0,0.0
724,2,45,False,396000,93170,416.0,0.0
725,5,112,False,748000,95250,492.0,5.0
726,3,62,False,800000,75010,9.0,0.0
727,11,354,False,1930000,77300,79.0,5.0
728,2,77,False,950000,75005,4.0,5.0
729,4,88,False,331000,94260,460.0,0.0
730,2,54,False,395000,75020,19.0,0.0
731,2,44,False,335000,75019,18.0,0.0
732,6,120,False,880000,92130,396.0,0.0
733,2,42,False,210000,92190,400.0,0.0
734,4,75,False,247000,77167,133.0,5.0
735,5,95,False,237000,77580,62.0,5.0
736,5,95,False,237000,77515,75.0,5.0
737,2,51,False,638000,75017,16.0,0.0
738,3,40,False,550000,75008,7.0,0.0
739,2,52,False,300000,75011,10.0,0.0
740,2,55,False,495000,75018,17.0,0.0
741,4,80,False,1155000,75014,13.0,0.0
742,4,88,False,1122000,75016,15.0,0.0
743,2,30,False,359000,75011,10.0,0.0
744,2,58,False,519000,75018,17.0,0.0
745,3,55,False,670000,75011,10.0,0.0
746,2,49,False,520000,75019,18.0,0.0
747,2,25,False,200000,75019,18.0,0.0
748,1,8,False,95000,75019,18.0,0.0
749,1,25,False,425000,75005,4.0,0.0
750,2,36,False,328000,75018,17.0,0.0
751,5,115,False,885000,94120,459.0,5.0
752,2,45,False,275000,92600,381.0,0.0
753,2,50,False,450000,92300,397.0,0.0
754,6,120,False,359500,77470,167.0,5.0
755,4,86,False,299500,77100,108.0,0.0
756,6,143,False,695000,78610,271.0,5.0
757,7,190,False,725000,78120,266.0,5.0
758,5,90,False,335800,95420,528.0,5.0
759,4,84,False,493500,77300,79.0,0.0
760,4,81,False,265000,77810,162.0,5.0
761,5,101,False,369500,92190,400.0,0.0
762,3,41,False,240000,94250,461.0,0.0
763,5,120,False,418000,94380,450.0,0.0
764,6,120,False,333000,94380,450.0,0.0
765,8,156,False,280000,77131,165.0,5.0
766,3,78,False,1700000,75007,6.0,0.0
767,3,63,False,618000,75012,11.0,0.0
768,1,15,False,290000,75004,3.0,0.0
769,2,52,False,484500,75013,12.0,0.0
770,1,21,False,204000,75018,17.0,0.0
771,3,73,False,887400,75011,10.0,0.0
772,2,44,False,157000,93700,424.0,0.0
773,3,65,False,495000,92130,396.0,0.0
774,2,38,False,135660,91150,321.0,0.0
775,1,20,False,202000,75013,12.0,0.0
776,5,115,False,680000,92430,399.0,0.0
777,4,130,False,2990000,75008,7.0,0.0
778,4,130,False,2990000,75008,7.0,5.0
779,7,200,False,7800000,75006,5.0,0.0
780,3,37,False,198090,95870,496.0,0.0
781,3,62,False,274000,94600,457.0,0.0
782,2,39,False,254400,92700,390.0,0.0
783,4,87,False,530250,92700,390.0,0.0
784,2,42,False,233200,92700,390.0,0.0
785,5,105,False,316500,95340,541.0,5.0
786,4,120,False,553850,78500,272.0,5.0
787,5,93,False,480000,78700,215.0,5.0
788,2,52,False,183900,78370,261.0,0.0
789,3,64,False,202000,78370,261.0,0.0
790,2,28,False,278000,75018,17.0,0.0
791,5,95,False,499000,94100,478.0,0.0
792,7,168,False,705000,94500,453.0,5.0
793,3,65,False,525000,92130,396.0,0.0
794,5,99,False,549000,94700,467.0,5.0
795,8,278,False,850000,78580,247.0,5.0
796,4,95,False,140000,77260,78.0,5.0
797,3,89,False,249000,77140,124.0,5.0
798,7,115,False,459000,95130,517.0,5.0
799,4,67,False,210000,94260,460.0,0.0
800,4,68,False,884000,75004,3.0,3.0
801,3,61,False,644000,75010,9.0,0.0
802,6,110,False,510000,95100,490.0,5.0
803,4,102,False,310000,91590,322.0,5.0
804,15,600,False,389000,78270,210.0,5.0
805,5,123,False,544000,92260,392.0,0.0
806,2,51,False,345000,92320,386.0,0.0
807,1,18,False,105000,77600,36.0,0.0
808,3,70,False,150000,91170,377.0,0.0
809,3,67,False,430000,94600,457.0,5.0
810,5,100,False,175000,77120,58.0,5.0
811,3,61,False,235000,93150,417.0,0.0
812,8,173,False,564000,77174,180.0,5.0
813,3,58,False,209475,78190,276.0,0.0
814,3,69,False,279000,78730,268.0,0.0
815,1,21,False,260000,75015,14.0,0.0
816,3,70,False,175000,91200,293.0,0.0
817,5,94,False,359000,95800,501.0,0.0
818,5,108,False,770000,92600,381.0,0.0
819,5,98,False,750000,78290,216.0,5.0
820,9,220,False,726000,78510,277.0,5.0
821,3,53,False,266000,94350,486.0,0.0
822,4,83,False,565000,92400,391.0,0.0
823,3,51,False,269000,94700,467.0,0.0
824,2,45,False,259000,94000,458.0,0.0
825,3,71,False,620000,78000,283.0,0.0
826,7,175,False,375000,91470,325.0,5.0
827,3,72,False,629000,92400,391.0,0.0
828,6,125,False,479000,77330,128.0,5.0
829,7,180,False,400000,78200,224.0,5.0
830,5,102,False,310000,91590,322.0,5.0
831,1,25,False,248000,75018,17.0,0.0
832,3,79,False,725000,92200,403.0,0.0
833,2,62,False,270000,78150,211.0,0.0
834,6,150,False,315000,77160,137.0,5.0
835,3,64,False,169000,91780,309.0,5.0
836,3,57,False,240000,94310,471.0,0.0
837,6,96,False,249000,77440,101.0,5.0
838,8,96,False,166000,77510,182.0,5.0
839,6,200,False,365000,77910,171.0,5.0
840,6,220,False,448000,78660,189.0,5.0
841,2,47,False,415000,75017,16.0,0.0
842,5,100,False,319000,95220,524.0,0.0
843,1,20,False,66000,78210,269.0,0.0
844,1,32,False,259000,92100,383.0,0.0
845,4,86,False,330000,78320,250.0,0.0
846,7,109,False,699000,92700,390.0,5.0
847,2,42,False,126000,78520,238.0,0.0
848,7,150,False,395000,77370,122.0,5.0
849,3,65,False,229990,95810,560.0,5.0
850,6,131,False,549990,95100,490.0,5.0
851,3,71,False,229990,95810,560.0,5.0
852,3,67,False,535000,93500,435.0,0.0
853,5,101,False,279000,95810,494.0,5.0
854,4,90,False,435000,78450,287.0,5.0
855,5,101,False,380000,94000,458.0,0.0
856,3,45,False,300000,94120,459.0,5.0
857,7,158,False,725000,93230,437.0,5.0
858,3,61,False,398000,92210,407.0,0.0
859,5,101,False,468000,93100,430.0,5.0
860,3,48,False,354000,92190,400.0,0.0
861,6,119,False,446000,91360,320.0,5.0
862,4,85,False,257000,95110,555.0,0.0
863,4,100,False,198500,78270,197.0,5.0
864,5,130,False,389000,95870,496.0,5.0
865,5,107,False,170000,77710,103.0,5.0
866,5,80,False,359000,77174,180.0,5.0
867,5,253,False,2750000,75010,9.0,0.0
868,3,64,False,199000,93220,426.0,0.0
869,6,130,False,399000,93220,426.0,0.0
870,6,135,False,622000,77150,98.0,5.0
871,10,160,False,290000,77320,77.0,5.0
872,10,160,False,430000,77320,77.0,5.0
873,4,115,False,416000,78550,235.0,5.0
874,3,50,False,325000,92000,402.0,0.0
875,4,100,False,330000,93190,428.0,5.0
876,6,138,False,250000,77520,69.0,5.0
877,4,83,False,319500,91700,361.0,5.0
878,5,110,False,495000,78380,198.0,0.0
879,2,48,False,490000,75015,14.0,0.0
880,7,120,False,530000,91360,320.0,5.0
881,4,100,False,240000,91150,311.0,5.0
882,3,58,False,420000,92170,411.0,0.0
883,4,81,False,376000,78300,262.0,3.0
884,5,102,False,446000,93160,433.0,5.0
885,5,84,False,398000,93200,439.0,5.0
886,12,230,False,997000,94400,488.0,5.0
887,6,160,False,1740000,92130,396.0,5.0
888,3,86,False,675000,75018,17.0,0.0
889,4,95,False,449900,93200,439.0,0.0
890,2,47,False,420000,92100,383.0,0.0
891,7,255,False,470000,78120,266.0,5.0
892,4,81,False,530000,78000,283.0,0.0
893,6,126,False,1275000,75011,10.0,0.0
894,9,160,False,1095000,78000,283.0,5.0
895,4,89,False,698000,75014,13.0,0.0
896,3,69,False,600000,92130,396.0,0.0
897,6,160,False,988000,92140,388.0,5.0
898,3,61,False,575000,92130,396.0,0.0
899,3,65,False,550000,92130,396.0,0.0
900,2,42,False,346000,92130,396.0,0.0
901,5,114,False,728000,92140,388.0,0.0
902,2,41,False,495000,92130,396.0,0.0
903,3,68,False,595000,92130,396.0,0.0
904,2,33,False,320000,92130,396.0,0.0
905,3,61,False,343000,78140,279.0,0.0
906,7,280,False,3400000,75013,12.0,5.0
907,4,72,False,975000,75017,16.0,0.0
908,1,24,False,250000,75017,16.0,0.0
909,1,36,False,264000,94120,459.0,0.0
910,2,46,False,257000,94170,473.0,0.0
911,2,45,False,138000,91100,313.0,3.0
912,2,36,False,208000,93160,433.0,3.0
913,5,98,False,412000,78160,246.0,0.0
914,5,121,False,468000,78160,246.0,0.0
915,4,66,False,198000,78160,246.0,0.0
916,1,21,False,195348,93360,431.0,0.0
917,3,67,False,220000,77186,126.0,0.0
918,5,80,False,329000,77820,47.0,5.0
919,5,232,False,849000,91360,375.0,5.0
920,5,146,False,475000,77166,74.0,5.0
921,6,180,False,288000,77620,71.0,5.0
922,4,88,False,670000,75014,13.0,0.0
923,5,95,False,275000,95640,529.0,5.0
924,7,195,False,499000,95470,516.0,5.0
925,4,72,False,535000,92250,394.0,5.0
926,1,28,False,300000,75013,12.0,0.0
927,4,74,False,199000,93800,425.0,0.0
928,4,78,False,267000,77100,108.0,0.0
929,2,46,False,185000,93170,416.0,0.0
930,4,100,False,224000,77260,78.0,5.0
931,4,74,False,249990,92600,381.0,0.0
932,2,37,False,117150,95300,544.0,0.0
933,6,139,False,599000,95740,518.0,5.0
934,2,45,False,452000,75015,14.0,0.0
935,2,43,False,232000,78300,262.0,0.0
936,3,73,False,680000,75020,19.0,0.0
937,6,196,False,948000,94400,488.0,5.0
938,6,134,False,798000,93100,430.0,0.0
939,2,49,False,255000,94400,488.0,0.0
940,1,10,False,129000,75016,15.0,0.0
941,8,180,False,465000,78890,229.0,5.0
942,2,56,False,187000,95000,501.0,0.0
943,1,30,False,210000,93170,416.0,0.0
944,4,88,False,670000,75020,19.0,4.0
945,3,69,False,598500,75012,11.0,0.0
946,3,61,False,390000,92340,384.0,0.0
947,6,110,False,285000,91590,308.0,5.0
948,7,145,False,395000,77690,118.0,5.0
949,5,102,False,175000,77510,139.0,5.0
950,6,116,False,489000,91560,314.0,5.0
951,1,22,False,164000,92270,382.0,0.0
952,1,18,False,219000,75015,14.0,0.0
953,4,77,False,780000,92300,397.0,0.0
954,2,50,False,225000,77360,169.0,0.0
955,3,83,False,1199000,75002,1.0,0.0
956,3,58,False,198000,95130,517.0,0.0
957,5,146,False,675000,94550,456.0,5.0
958,6,128,False,430000,95100,490.0,5.0
959,2,54,False,178000,77340,135.0,0.0
960,4,87,False,300000,95180,531.0,5.0
961,5,124,False,439000,91310,349.0,5.0
962,5,113,False,310000,91180,362.0,0.0
963,3,93,False,224000,77250,120.0,5.0
964,3,58,False,219900,91290,292.0,0.0
965,6,215,False,567000,77340,135.0,5.0
966,3,51,False,589000,75011,10.0,0.0
967,3,67,False,870000,75012,11.0,0.0
968,3,64,False,780000,75012,11.0,0.0
969,2,42,False,515000,75012,11.0,0.0
970,3,64,False,756000,75012,11.0,0.0
971,2,42,False,504000,75012,11.0,0.0
972,2,41,False,344000,75015,14.0,0.0
973,2,38,False,308000,75015,14.0,0.0
974,2,41,False,324500,75015,14.0,0.0
975,2,38,False,298700,75015,14.0,0.0
976,4,92,False,1190000,75020,19.0,0.0
977,3,73,False,758000,75018,17.0,0.0
978,6,165,False,1495000,78000,283.0,0.0
979,3,53,False,159000,91700,361.0,0.0
980,3,58,False,419000,92250,394.0,0.0
981,5,98,False,349000,91700,361.0,5.0
982,4,112,False,795000,94120,459.0,5.0
983,7,136,False,269000,77840,64.0,5.0
984,5,95,False,351200,95570,498.0,5.0
985,1,4,False,44900,75015,14.0,0.0
986,5,96,False,292000,93420,445.0,0.0
987,1,22,False,85000,91150,321.0,0.0
988,3,65,False,219000,95200,556.0,0.0
989,2,51,False,229000,78280,233.0,0.0
990,7,165,False,599000,91160,365.0,5.0
991,4,95,False,545000,93200,439.0,0.0
992,3,69,False,253000,94260,460.0,0.0
993,5,95,False,308000,78120,266.0,0.0
994,4,84,False,231500,77250,174.0,5.0
995,6,208,False,1795000,92120,401.0,5.0
996,2,50,False,530000,92100,383.0,0.0
997,7,160,False,455000,77190,65.0,5.0
998,3,65,False,335000,94490,472.0,5.0
999,6,110,False,229900,77130,146.0,5.0
1000,4,82,False,310000,94310,471.0,0.0
1001,2,50,False,175000,78330,223.0,0.0
1002,5,120,False,338000,77122,116.0,5.0
1003,4,92,False,285000,91100,313.0,5.0
1004,3,70,False,245000,77550,112.0,0.0
1005,2,40,False,169000,91600,366.0,0.0
1006,3,61,False,209000,78370,261.0,0.0
1007,5,98,False,355000,93110,438.0,5.0
1008,4,77,False,430000,92150,410.0,0.0
1009,6,130,False,465000,94310,471.0,5.0
1010,2,45,False,149000,78310,249.0,0.0
1011,5,90,False,399000,93600,415.0,5.0
1012,5,105,False,385000,77500,50.0,5.0
1013,6,130,False,395000,77690,118.0,5.0
1014,6,160,False,343000,77120,58.0,5.0
1015,9,170,False,496000,93270,441.0,5.0
1016,6,127,False,245000,78440,263.0,5.0
1017,5,88,False,340000,77500,50.0,5.0
1018,2,27,False,134000,78390,196.0,0.0
1019,10,187,False,670000,91430,330.0,5.0
1020,4,100,False,299000,95350,547.0,0.0
1021,2,45,False,315000,93400,440.0,0.0
1022,4,72,False,410000,92330,408.0,0.0
1023,5,114,False,380000,77950,147.0,5.0
1024,4,103,False,899000,92350,404.0,0.0
1025,3,72,False,230000,77860,57.0,5.0
1026,3,66,False,720000,92270,382.0,0.0
1027,5,88,False,549000,78400,209.0,5.0
1028,6,206,False,670000,95100,490.0,5.0
1029,5,81,False,798000,92300,397.0,0.0
1030,4,91,False,450000,78112,226.0,0.0
1031,2,42,False,175000,94470,449.0,3.0
1032,3,61,False,449000,93500,435.0,0.0
1033,3,65,False,339000,78150,211.0,0.0
1034,4,85,False,259990,77127,99.0,0.0
1035,3,53,False,178500,77400,163.0,0.0
1036,5,140,False,494000,78950,228.0,5.0
1037,2,42,False,329000,92350,404.0,0.0
1038,3,68,False,250000,94000,458.0,0.0
1039,6,134,False,390000,77190,65.0,5.0
1040,4,80,False,299000,78170,205.0,0.0
1041,5,171,False,242500,77510,91.0,5.0
1042,15,288,False,640000,78330,223.0,5.0
1043,2,55,False,595000,75015,14.0,0.0
1044,7,115,False,455000,77420,43.0,5.0
1045,5,120,False,497000,77700,59.0,5.0
1046,2,50,False,277000,78150,211.0,0.0
1047,7,154,False,635000,94400,488.0,5.0
1048,4,85,False,695000,94130,469.0,5.0
1049,7,135,False,315000,95130,517.0,0.0
1050,4,72,False,168000,95130,517.0,0.0
1051,3,63,False,147000,95130,517.0,0.0
1052,10,150,False,483000,92320,386.0,5.0
1053,6,150,False,525000,77230,151.0,5.0
1054,8,217,False,497000,91600,366.0,5.0
1055,4,76,False,603000,92100,383.0,0.0
1056,1,20,False,219000,75019,18.0,0.0
1057,8,170,False,629000,91280,364.0,5.0
1058,3,70,False,260000,95100,490.0,0.0
1059,4,100,False,189000,77660,44.0,5.0
1060,4,70,False,219000,77000,110.0,5.0
1061,3,65,False,181000,77000,110.0,0.0
1062,3,70,False,409000,78150,211.0,0.0
1063,4,114,False,439000,91140,374.0,5.0
1064,4,100,False,549500,91300,344.0,5.0
1065,3,59,False,299900,91300,344.0,0.0
1066,4,86,False,405000,91120,355.0,0.0
1067,6,125,False,630000,91120,355.0,5.0
1068,5,90,False,299000,91310,340.0,5.0
1069,4,79,False,465000,93230,437.0,0.0
1070,6,144,False,729000,93170,416.0,0.0
1071,7,120,False,609000,93170,416.0,5.0
1072,6,100,False,370000,95300,544.0,5.0
1073,4,87,False,620000,92140,388.0,0.0
1074,3,64,False,724500,75011,10.0,0.0
1075,4,73,False,275000,94240,462.0,0.0
1076,4,65,False,296800,94240,462.0,0.0
1077,4,86,False,330000,94240,462.0,0.0
1078,4,81,False,339500,91540,345.0,5.0
1079,5,90,False,365000,95320,550.0,5.0
1080,4,75,False,625000,92500,406.0,5.0
1081,4,89,False,314000,78700,215.0,5.0
1082,7,210,False,447900,95420,537.0,5.0
1083,3,61,False,265000,95610,513.0,0.0
1084,4,68,False,272000,92160,380.0,0.0
1085,2,40,False,249000,77164,76.0,0.0
1086,5,110,False,318000,91410,317.0,5.0
1087,4,91,False,339000,91410,317.0,0.0
1088,6,130,False,347000,91410,317.0,5.0
1089,3,65,False,619000,75013,12.0,0.0
1090,3,71,False,661500,92100,383.0,0.0
1091,4,70,False,395000,94120,459.0,0.0
1092,2,34,False,250000,94300,487.0,0.0
1093,5,91,False,357000,95490,561.0,5.0
1094,6,315,False,540000,95300,544.0,5.0
1095,4,97,False,349000,91300,344.0,0.0
1096,5,115,False,242300,91690,359.0,5.0
1097,6,170,False,595000,77200,164.0,5.0
1098,5,75,False,329000,94400,488.0,0.0
1099,5,76,False,280000,77390,176.0,5.0
1100,5,149,False,360000,77170,35.0,5.0
1101,8,193,False,469000,77170,35.0,5.0
1102,5,76,False,280000,77170,35.0,5.0
1103,3,41,False,540800,92300,397.0,0.0
1104,3,150,False,651000,93500,435.0,4.0
1105,7,220,False,140000,77260,78.0,5.0
1106,7,117,False,337000,77100,108.0,5.0
1107,7,143,False,374000,77230,151.0,5.0
1108,5,79,False,289999,95520,539.0,5.0
1109,4,69,False,235000,95310,552.0,0.0
1110,3,41,False,170000,77124,183.0,0.0
1111,4,73,False,540000,92600,381.0,0.0
1112,3,56,False,239900,93110,438.0,0.0
1113,3,70,False,739000,75016,15.0,0.0
1114,1,11,False,152500,75016,15.0,0.0
1115,4,75,False,255000,95000,501.0,0.0
1116,2,32,False,105050,78955,203.0,0.0
1117,4,83,False,165000,91670,290.0,5.0
1118,2,58,False,161120,93290,442.0,0.0
1119,4,73,False,272500,91200,293.0,0.0
1120,1,11,False,108500,92110,389.0,0.0
1121,7,230,False,1187000,93130,434.0,5.0
1122,4,80,False,235000,91160,339.0,0.0
1123,4,124,False,467000,91330,379.0,5.0
1124,7,160,False,429000,77930,148.0,5.0
1125,3,65,False,315000,95170,507.0,0.0
1126,14,600,False,1370000,77310,31.0,5.0
1127,1,17,False,113400,92400,391.0,0.0
1128,5,95,False,319000,77450,73.0,5.0
1129,7,259,False,990000,94000,458.0,5.0
1130,10,350,False,3200000,75020,19.0,5.0
1131,4,75,False,169000,91600,366.0,0.0
1132,3,92,False,230000,77350,30.0,0.0
1133,5,90,False,305000,91460,342.0,5.0
1134,2,45,False,175000,77170,35.0,0.0
1135,2,66,False,499000,93100,430.0,0.0
1136,1,17,False,210000,75015,14.0,0.0
1137,3,68,False,463500,94200,463.0,0.0
1138,8,281,False,1192000,77610,83.0,5.0
1139,3,69,False,249500,77600,94.0,0.0
1140,3,55,False,230000,91390,352.0,0.0
1141,3,65,False,198000,78190,276.0,0.0
1142,3,65,False,215000,78990,219.0,0.0
1143,2,34,False,195000,94170,473.0,0.0
1144,4,80,False,239900,78390,196.0,0.0
1145,4,73,False,179000,91700,361.0,0.0
1146,3,66,False,442000,94270,465.0,0.0
1147,6,117,False,332000,78950,228.0,5.0
1148,5,123,False,320000,91100,313.0,0.0
1149,3,82,False,208500,77660,150.0,5.0
1150,8,220,False,337000,77260,78.0,5.0
1151,2,46,False,399000,75020,19.0,0.0
1152,2,51,False,165000,78190,276.0,0.0
1153,3,68,False,530000,93500,435.0,0.0
1154,4,76,False,525000,92400,391.0,0.0
1155,2,56,False,390000,92320,386.0,0.0
1156,5,97,False,311000,95380,527.0,0.0
1157,1,22,False,98900,91260,333.0,0.0
1158,5,100,False,367000,95610,513.0,5.0
1159,3,70,False,188000,77130,38.0,0.0
1160,3,70,False,188000,77300,79.0,0.0
1161,5,115,False,299000,77670,177.0,5.0
1162,3,70,False,188000,77130,114.0,0.0
1163,4,81,False,439000,92700,390.0,0.0
1164,3,64,False,185000,78200,244.0,0.0
1165,8,154,False,325000,77250,120.0,5.0
1166,6,180,False,1287500,91430,330.0,5.0
1167,1,21,False,144000,75001,0.0,0.0
1168,1,12,False,109000,93400,440.0,0.0
1169,2,24,False,290000,75011,10.0,0.0
1170,3,73,False,375000,92420,412.0,0.0
1171,1,34,False,201000,91260,333.0,0.0
1172,4,80,False,220000,91160,339.0,0.0
1173,8,220,False,604200,91150,354.0,5.0
1174,6,135,False,169000,77160,137.0,5.0
1175,4,101,False,835000,75015,14.0,0.0
1176,2,59,False,235000,78100,270.0,0.0
1177,4,77,False,234000,93130,434.0,0.0
1178,2,47,False,249000,94320,481.0,0.0
1179,3,65,False,253900,78960,289.0,0.0
1180,4,110,False,409900,77380,56.0,5.0
1181,5,82,False,470000,95100,490.0,5.0
1182,1,29,False,129000,77400,97.0,0.0
1183,5,80,False,249900,78270,239.0,5.0
1184,2,59,False,225000,94500,453.0,0.0
1185,4,82,False,363000,93450,427.0,0.0
1186,3,64,False,598800,75020,19.0,0.0
1187,4,113,False,749000,78290,216.0,0.0
1188,9,250,False,1275000,78720,217.0,5.0
1189,2,37,False,169000,91290,292.0,0.0
1190,3,50,False,209000,93160,433.0,0.0
1191,3,65,False,380000,92250,394.0,0.0
1192,5,106,False,315000,91850,300.0,5.0
1193,9,171,False,415000,78440,225.0,5.0
1194,4,78,False,258000,93000,418.0,0.0
1195,7,140,False,383000,77100,123.0,5.0
1196,4,101,False,415000,95300,544.0,5.0
1197,7,160,False,749000,95600,509.0,5.0
1198,4,89,False,344600,95800,506.0,5.0
1199,4,90,False,378000,93700,424.0,5.0
1200,5,100,False,398000,77330,128.0,5.0
1201,4,85,False,219000,93140,419.0,0.0
1202,4,195,False,479000,77310,31.0,5.0
1203,1,14,False,195000,75016,15.0,0.0
1204,5,89,False,229000,95120,514.0,0.0
1205,5,113,False,263000,91100,313.0,0.0
1206,15,414,False,1856000,78460,212.0,5.0
1207,3,54,False,175000,91360,320.0,0.0
1208,1,35,False,340000,75020,19.0,0.0
1209,3,63,False,334000,77700,52.0,0.0
1211,6,122,False,350000,93420,445.0,5.0
1212,3,42,False,180000,91380,312.0,5.0
1213,7,131,False,520000,77370,122.0,5.0
1214,6,156,False,283500,91670,290.0,5.0
1215,6,160,False,499662,95220,524.0,5.0
1216,3,63,False,471000,92100,383.0,0.0
1217,1,16,False,85000,94600,457.0,0.0
1218,3,65,False,279000,93110,438.0,0.0
1219,2,39,False,490000,75003,2.0,4.0
1220,8,208,False,496000,78440,263.0,5.0
1221,7,152,False,676000,93200,439.0,5.0
1222,3,73,False,885000,75003,2.0,0.0
1223,6,104,False,389000,77310,31.0,5.0
1224,6,111,False,310000,93110,438.0,0.0
1225,2,35,False,129500,77000,110.0,0.0
1226,5,94,False,549000,91300,344.0,0.0
1227,4,84,False,210000,95320,550.0,0.0
1228,1,40,False,383000,75017,16.0,0.0
1229,1,25,False,215000,75019,18.0,0.0
1230,10,189,False,675000,93150,417.0,5.0
1231,4,110,False,615000,94240,462.0,5.0
1232,3,64,False,379000,92140,388.0,0.0
1233,5,81,False,346900,95380,564.0,5.0
1234,2,36,False,349900,75014,13.0,0.0
1235,3,67,False,550000,75015,14.0,0.0
1236,3,55,False,399000,92270,382.0,0.0
1237,3,46,False,359000,92600,381.0,0.0
1238,1,26,False,189000,92270,382.0,0.0
1239,2,40,False,305950,92110,389.0,0.0
1240,2,33,False,325000,75012,11.0,0.0
1241,4,82,False,319500,93150,417.0,0.0
1242,5,130,False,428000,78955,203.0,5.0
1243,6,105,False,398000,78540,281.0,5.0
1244,2,68,False,82000,77140,68.0,2.0
1245,4,101,False,286000,77370,122.0,5.0
1246,3,56,False,280000,91200,293.0,0.0
1247,4,120,False,589000,93360,431.0,5.0
1248,2,44,False,183000,93700,424.0,0.0
1249,4,81,False,215000,93200,439.0,0.0
1250,6,145,False,305000,77240,40.0,5.0
1251,4,90,False,359000,77410,54.0,0.0
